source,target,complex_name
DHX8,SNRNP40,C complex spliceosome
DHX8,GPATCH1,C complex spliceosome
DHX8,WDR83,C complex spliceosome
DHX8,PPIL3,C complex spliceosome
DHX8,PNN,C complex spliceosome
DHX8,XAB2,C complex spliceosome
DHX8,RBM22,C complex spliceosome
DHX8,TFIP11,C complex spliceosome
DHX8,RALY,C complex spliceosome
DHX8,ISY1,C complex spliceosome
DHX8,PRPF19,C complex spliceosome
DHX8,PPIE,C complex spliceosome
DHX8,SRRM2,C complex spliceosome
DHX8,LSM2,C complex spliceosome
DHX8,PPIL1,C complex spliceosome
DHX8,RBM8A,C complex spliceosome
EFTUD2,SART1,C complex spliceosome
EFTUD2,HNRNPR,C complex spliceosome
EFTUD2,PLRG1,C complex spliceosome
EFTUD2,SYNCRIP,C complex spliceosome
EFTUD2,SF3B1,C complex spliceosome
EFTUD2,SNRNP200,C complex spliceosome
EFTUD2,PRPF6,C complex spliceosome
EFTUD2,SLU7,C complex spliceosome
EFTUD2,SYF2,C complex spliceosome
EFTUD2,HNRNPC,C complex spliceosome
EFTUD2,SNRPB2,C complex spliceosome
EFTUD2,HNRNPA1,C complex spliceosome
EFTUD2,SNRPA1,C complex spliceosome
EFTUD2,PABPC1,C complex spliceosome
EFTUD2,SNRPB,C complex spliceosome
EFTUD2,HNRNPA2B1,C complex spliceosome
EFTUD2,HNRNPH1,C complex spliceosome
EFTUD2,RBMX,C complex spliceosome
EFTUD2,EIF4A3,C complex spliceosome
EFTUD2,MTREX,C complex spliceosome
EFTUD2,HNRNPA3,C complex spliceosome
EFTUD2,HNRNPM,C complex spliceosome
EFTUD2,HNRNPF,C complex spliceosome
EFTUD2,MAGOH,C complex spliceosome
EFTUD2,HNRNPK,C complex spliceosome
EFTUD2,SNRPE,C complex spliceosome
EFTUD2,SNRPF,C complex spliceosome
EFTUD2,SNRPG,C complex spliceosome
EFTUD2,LSM3,C complex spliceosome
EFTUD2,SNRPD1,C complex spliceosome
EFTUD2,SNRPD2,C complex spliceosome
EFTUD2,SNRPD3,C complex spliceosome
EFTUD2,HNRNPU,C complex spliceosome
EFTUD2,U2AF1,C complex spliceosome
EFTUD2,SRSF1,C complex spliceosome
EFTUD2,SF3A3,C complex spliceosome
EFTUD2,SF3B2,C complex spliceosome
EFTUD2,PRPF4B,C complex spliceosome
EFTUD2,SNW1,C complex spliceosome
EFTUD2,FRG1,C complex spliceosome
EFTUD2,SF3B3,C complex spliceosome
EFTUD2,SF3A2,C complex spliceosome
EFTUD2,SF3A1,C complex spliceosome
EFTUD2,ZCCHC8,C complex spliceosome
EFTUD2,PRPF8,C complex spliceosome
EFTUD2,SRRM1,C complex spliceosome
EFTUD2,PPWD1,C complex spliceosome
EFTUD2,SNRNP40,C complex spliceosome
EFTUD2,GPATCH1,C complex spliceosome
EFTUD2,WDR83,C complex spliceosome
EFTUD2,PPIL3,C complex spliceosome
EFTUD2,PNN,C complex spliceosome
EFTUD2,XAB2,C complex spliceosome
EFTUD2,RBM22,C complex spliceosome
EFTUD2,TFIP11,C complex spliceosome
EFTUD2,RALY,C complex spliceosome
EFTUD2,ISY1,C complex spliceosome
EFTUD2,PRPF19,C complex spliceosome
EFTUD2,PPIE,C complex spliceosome
EFTUD2,SRRM2,C complex spliceosome
EFTUD2,LSM2,C complex spliceosome
EFTUD2,PPIL1,C complex spliceosome
EFTUD2,RBM8A,C complex spliceosome
SF3B3,SYNCRIP,C complex spliceosome
SF3B3,SNRNP200,C complex spliceosome
SF3B3,SLU7,C complex spliceosome
SF3B3,SYF2,C complex spliceosome
SF3B3,SNRPB2,C complex spliceosome
SF3B3,SNRPA1,C complex spliceosome
SF3B3,SNRPB,C complex spliceosome
SF3B3,SNRPE,C complex spliceosome
SF3B3,SNRPF,C complex spliceosome
SF3B3,SNRPG,C complex spliceosome
SF3B3,SNRPD1,C complex spliceosome
SF3B3,SNRPD2,C complex spliceosome
SF3B3,SNRPD3,C complex spliceosome
SF3B3,U2AF1,C complex spliceosome
SF3B3,SRSF1,C complex spliceosome
SF3B3,SNW1,C complex spliceosome
SF3B3,ZCCHC8,C complex spliceosome
SF3B3,SRRM1,C complex spliceosome
SF3B3,SNRNP40,C complex spliceosome
SF3B3,WDR83,C complex spliceosome
SF3B3,XAB2,C complex spliceosome
SF3B3,TFIP11,C complex spliceosome
SF3B3,SRRM2,C complex spliceosome
SF3A2,SYNCRIP,C complex spliceosome
SF3A2,SF3B1,C complex spliceosome
SF3A2,SNRNP200,C complex spliceosome
SF3A2,SLU7,C complex spliceosome
SF3A2,SYF2,C complex spliceosome
SF3A2,SNRPB2,C complex spliceosome
SF3A2,SNRPA1,C complex spliceosome
SF3A2,SNRPB,C complex spliceosome
SF3A2,SNRPE,C complex spliceosome
SF3A2,SNRPF,C complex spliceosome
SF3A2,SNRPG,C complex spliceosome
SF3A2,SNRPD1,C complex spliceosome
SF3A2,SNRPD2,C complex spliceosome
SF3A2,SNRPD3,C complex spliceosome
SF3A2,U2AF1,C complex spliceosome
SF3A2,SRSF1,C complex spliceosome
SF3A2,SF3A3,C complex spliceosome
SF3A2,SF3B2,C complex spliceosome
SF3A2,SNW1,C complex spliceosome
SF3A2,SF3B3,C complex spliceosome
SF3A2,ZCCHC8,C complex spliceosome
SF3A2,SRRM1,C complex spliceosome
SF3A2,SNRNP40,C complex spliceosome
SF3A2,WDR83,C complex spliceosome
SF3A2,XAB2,C complex spliceosome
SF3A2,TFIP11,C complex spliceosome
SF3A2,SRRM2,C complex spliceosome
SF3A1,SYNCRIP,C complex spliceosome
SF3A1,SF3B1,C complex spliceosome
SF3A1,SNRNP200,C complex spliceosome
SF3A1,SLU7,C complex spliceosome
SF3A1,SYF2,C complex spliceosome
SF3A1,SNRPB2,C complex spliceosome
SF3A1,SNRPA1,C complex spliceosome
SF3A1,SNRPB,C complex spliceosome
SF3A1,SNRPE,C complex spliceosome
SF3A1,SNRPF,C complex spliceosome
SF3A1,SNRPG,C complex spliceosome
SF3A1,SNRPD1,C complex spliceosome
SF3A1,SNRPD2,C complex spliceosome
SF3A1,SNRPD3,C complex spliceosome
SF3A1,U2AF1,C complex spliceosome
SF3A1,SRSF1,C complex spliceosome
SF3A1,SF3A3,C complex spliceosome
SF3A1,SF3B2,C complex spliceosome
SF3A1,SNW1,C complex spliceosome
SF3A1,SF3B3,C complex spliceosome
SF3A1,SF3A2,C complex spliceosome
SF3A1,ZCCHC8,C complex spliceosome
SF3A1,SRRM1,C complex spliceosome
SF3A1,SNRNP40,C complex spliceosome
SF3A1,WDR83,C complex spliceosome
SF3A1,XAB2,C complex spliceosome
SF3A1,TFIP11,C complex spliceosome
SF3A1,SRRM2,C complex spliceosome
PRPF8,SART1,C complex spliceosome
PRPF8,SYNCRIP,C complex spliceosome
PRPF8,SF3B1,C complex spliceosome
PRPF8,SNRNP200,C complex spliceosome
PRPF8,SLU7,C complex spliceosome
PRPF8,SYF2,C complex spliceosome
PRPF8,SNRPB2,C complex spliceosome
PRPF8,SNRPA1,C complex spliceosome
PRPF8,SNRPB,C complex spliceosome
PRPF8,RBMX,C complex spliceosome
PRPF8,SNRPE,C complex spliceosome
PRPF8,SNRPF,C complex spliceosome
PRPF8,SNRPG,C complex spliceosome
PRPF8,SNRPD1,C complex spliceosome
PRPF8,SNRPD2,C complex spliceosome
PRPF8,SNRPD3,C complex spliceosome
PRPF8,U2AF1,C complex spliceosome
PRPF8,SRSF1,C complex spliceosome
PRPF8,SF3A3,C complex spliceosome
PRPF8,SF3B2,C complex spliceosome
PRPF8,SNW1,C complex spliceosome
PRPF8,SF3B3,C complex spliceosome
PRPF8,SF3A2,C complex spliceosome
PRPF8,SF3A1,C complex spliceosome
PRPF8,ZCCHC8,C complex spliceosome
PRPF8,SRRM1,C complex spliceosome
PRPF8,SNRNP40,C complex spliceosome
PRPF8,WDR83,C complex spliceosome
PRPF8,XAB2,C complex spliceosome
PRPF8,RBM22,C complex spliceosome
PRPF8,TFIP11,C complex spliceosome
PRPF8,RALY,C complex spliceosome
PRPF8,SRRM2,C complex spliceosome
PRPF8,RBM8A,C complex spliceosome
CWC27,SART1,C complex spliceosome
CWC27,HNRNPR,C complex spliceosome
CWC27,PLRG1,C complex spliceosome
CWC27,SYNCRIP,C complex spliceosome
CWC27,SF3B1,C complex spliceosome
CWC27,SNRNP200,C complex spliceosome
CWC27,PRPF6,C complex spliceosome
CWC27,SLU7,C complex spliceosome
CWC27,SYF2,C complex spliceosome
CWC27,HNRNPC,C complex spliceosome
CWC27,SNRPB2,C complex spliceosome
CWC27,HNRNPA1,C complex spliceosome
CWC27,SNRPA1,C complex spliceosome
CWC27,PABPC1,C complex spliceosome
CWC27,SNRPB,C complex spliceosome
CWC27,DDX5,C complex spliceosome
CWC27,HNRNPA2B1,C complex spliceosome
CWC27,HNRNPH1,C complex spliceosome
CWC27,RBMX,C complex spliceosome
CWC27,EIF4A3,C complex spliceosome
CWC27,MTREX,C complex spliceosome
CWC27,HNRNPA3,C complex spliceosome
CWC27,HNRNPM,C complex spliceosome
CWC27,HNRNPF,C complex spliceosome
CWC27,MAGOH,C complex spliceosome
CWC27,HNRNPK,C complex spliceosome
CWC27,SNRPE,C complex spliceosome
CWC27,SNRPF,C complex spliceosome
CWC27,SNRPG,C complex spliceosome
CWC27,LSM3,C complex spliceosome
CWC27,SNRPD1,C complex spliceosome
CWC27,SNRPD2,C complex spliceosome
CWC27,SNRPD3,C complex spliceosome
CWC27,HNRNPU,C complex spliceosome
CWC27,U2AF1,C complex spliceosome
CWC27,SRSF1,C complex spliceosome
CWC27,SF3A3,C complex spliceosome
CWC27,SF3B2,C complex spliceosome
CWC27,PRPF4B,C complex spliceosome
CWC27,SNW1,C complex spliceosome
CWC27,FRG1,C complex spliceosome
CWC27,DHX8,C complex spliceosome
CWC27,EFTUD2,C complex spliceosome
CWC27,SF3B3,C complex spliceosome
CWC27,SF3A2,C complex spliceosome
CWC27,SF3A1,C complex spliceosome
CWC27,ZCCHC8,C complex spliceosome
CWC27,PRPF8,C complex spliceosome
CWC27,SRRM1,C complex spliceosome
CWC27,DHX38,C complex spliceosome
CWC27,PPWD1,C complex spliceosome
CWC27,DGCR14,C complex spliceosome
CWC27,SNRNP40,C complex spliceosome
CWC27,GPATCH1,C complex spliceosome
CWC27,WDR83,C complex spliceosome
CWC27,DDX23,C complex spliceosome
CWC27,PPIL3,C complex spliceosome
CWC27,PNN,C complex spliceosome
CWC27,DHX35,C complex spliceosome
CWC27,XAB2,C complex spliceosome
CWC27,RBM22,C complex spliceosome
CWC27,TFIP11,C complex spliceosome
CWC27,DDX41,C complex spliceosome
CWC27,RALY,C complex spliceosome
CWC27,ISY1,C complex spliceosome
CWC27,PRPF19,C complex spliceosome
CWC27,PPIE,C complex spliceosome
CWC27,SRRM2,C complex spliceosome
CWC27,LSM2,C complex spliceosome
CWC27,PPIL1,C complex spliceosome
CWC27,RBM8A,C complex spliceosome
ALYREF,SART1,C complex spliceosome
ALYREF,HNRNPR,C complex spliceosome
ALYREF,PLRG1,C complex spliceosome
ALYREF,AQR,C complex spliceosome
ALYREF,SYNCRIP,C complex spliceosome
ALYREF,CDC40,C complex spliceosome
ALYREF,SF3B1,C complex spliceosome
ALYREF,SNRNP200,C complex spliceosome
ALYREF,PRPF6,C complex spliceosome
ALYREF,SLU7,C complex spliceosome
ALYREF,SYF2,C complex spliceosome
ALYREF,HNRNPC,C complex spliceosome
ALYREF,SNRPB2,C complex spliceosome
ALYREF,HNRNPA1,C complex spliceosome
ALYREF,SNRPA1,C complex spliceosome
ALYREF,PABPC1,C complex spliceosome
ALYREF,SNRPB,C complex spliceosome
ALYREF,DDX5,C complex spliceosome
ALYREF,HNRNPA2B1,C complex spliceosome
ALYREF,HNRNPH1,C complex spliceosome
ALYREF,RBMX,C complex spliceosome
ALYREF,EIF4A3,C complex spliceosome
ALYREF,MTREX,C complex spliceosome
ALYREF,HNRNPA3,C complex spliceosome
ALYREF,HNRNPM,C complex spliceosome
ALYREF,HNRNPF,C complex spliceosome
ALYREF,MAGOH,C complex spliceosome
ALYREF,HNRNPK,C complex spliceosome
ALYREF,SNRPE,C complex spliceosome
ALYREF,SNRPF,C complex spliceosome
ALYREF,SNRPG,C complex spliceosome
ALYREF,LSM3,C complex spliceosome
ALYREF,SNRPD1,C complex spliceosome
ALYREF,SNRPD2,C complex spliceosome
ALYREF,SNRPD3,C complex spliceosome
ALYREF,HNRNPU,C complex spliceosome
ALYREF,U2AF1,C complex spliceosome
ALYREF,SRSF1,C complex spliceosome
ALYREF,SF3A3,C complex spliceosome
ALYREF,SF3B2,C complex spliceosome
ALYREF,PRPF4B,C complex spliceosome
ALYREF,SNW1,C complex spliceosome
ALYREF,FRG1,C complex spliceosome
ALYREF,DHX8,C complex spliceosome
ALYREF,EFTUD2,C complex spliceosome
ALYREF,SF3B3,C complex spliceosome
ALYREF,SF3A2,C complex spliceosome
ALYREF,SF3A1,C complex spliceosome
ALYREF,ZCCHC8,C complex spliceosome
ALYREF,PRPF8,C complex spliceosome
ALYREF,CWC27,C complex spliceosome
ALYREF,SRRM1,C complex spliceosome
ALYREF,CACTIN,C complex spliceosome
ALYREF,DHX38,C complex spliceosome
ALYREF,PPWD1,C complex spliceosome
ALYREF,DGCR14,C complex spliceosome
ALYREF,SNRNP40,C complex spliceosome
ALYREF,CDC5L,C complex spliceosome
ALYREF,GPATCH1,C complex spliceosome
ALYREF,WDR83,C complex spliceosome
ALYREF,DDX23,C complex spliceosome
ALYREF,CRNKL1,C complex spliceosome
ALYREF,PPIL3,C complex spliceosome
ALYREF,PNN,C complex spliceosome
ALYREF,DHX35,C complex spliceosome
ALYREF,CWC22,C complex spliceosome
ALYREF,XAB2,C complex spliceosome
ALYREF,RBM22,C complex spliceosome
ALYREF,CWC15,C complex spliceosome
ALYREF,TFIP11,C complex spliceosome
ALYREF,DDX41,C complex spliceosome
ALYREF,RALY,C complex spliceosome
ALYREF,ISY1,C complex spliceosome
ALYREF,PRPF19,C complex spliceosome
ALYREF,PPIE,C complex spliceosome
ALYREF,SRRM2,C complex spliceosome
ALYREF,LSM2,C complex spliceosome
ALYREF,PPIL1,C complex spliceosome
ALYREF,RBM8A,C complex spliceosome
SRRM1,SYNCRIP,C complex spliceosome
SRRM1,SYF2,C complex spliceosome
SRRM1,U2AF1,C complex spliceosome
SRRM1,SRSF1,C complex spliceosome
SRRM1,ZCCHC8,C complex spliceosome
SRRM1,WDR83,C complex spliceosome
SRRM1,XAB2,C complex spliceosome
SRRM1,TFIP11,C complex spliceosome
SRRM1,SRRM2,C complex spliceosome
CACTIN,SART1,C complex spliceosome
CACTIN,HNRNPR,C complex spliceosome
CACTIN,PLRG1,C complex spliceosome
CACTIN,SYNCRIP,C complex spliceosome
CACTIN,CDC40,C complex spliceosome
CACTIN,SF3B1,C complex spliceosome
CACTIN,SNRNP200,C complex spliceosome
CACTIN,PRPF6,C complex spliceosome
CACTIN,SLU7,C complex spliceosome
CACTIN,SYF2,C complex spliceosome
CACTIN,HNRNPC,C complex spliceosome
CACTIN,SNRPB2,C complex spliceosome
CACTIN,HNRNPA1,C complex spliceosome
CACTIN,SNRPA1,C complex spliceosome
CACTIN,PABPC1,C complex spliceosome
CACTIN,SNRPB,C complex spliceosome
CACTIN,DDX5,C complex spliceosome
CACTIN,HNRNPA2B1,C complex spliceosome
CACTIN,HNRNPH1,C complex spliceosome
CACTIN,RBMX,C complex spliceosome
CACTIN,EIF4A3,C complex spliceosome
CACTIN,MTREX,C complex spliceosome
CACTIN,HNRNPA3,C complex spliceosome
CACTIN,HNRNPM,C complex spliceosome
CACTIN,HNRNPF,C complex spliceosome
CACTIN,MAGOH,C complex spliceosome
CACTIN,HNRNPK,C complex spliceosome
CACTIN,SNRPE,C complex spliceosome
CACTIN,SNRPF,C complex spliceosome
CACTIN,SNRPG,C complex spliceosome
CACTIN,LSM3,C complex spliceosome
CACTIN,SNRPD1,C complex spliceosome
CACTIN,SNRPD2,C complex spliceosome
CACTIN,SNRPD3,C complex spliceosome
CACTIN,HNRNPU,C complex spliceosome
CACTIN,U2AF1,C complex spliceosome
CACTIN,SRSF1,C complex spliceosome
CACTIN,SF3A3,C complex spliceosome
CACTIN,SF3B2,C complex spliceosome
CACTIN,PRPF4B,C complex spliceosome
CACTIN,SNW1,C complex spliceosome
CACTIN,FRG1,C complex spliceosome
CACTIN,DHX8,C complex spliceosome
CACTIN,EFTUD2,C complex spliceosome
CACTIN,SF3B3,C complex spliceosome
CACTIN,SF3A2,C complex spliceosome
CACTIN,SF3A1,C complex spliceosome
CACTIN,ZCCHC8,C complex spliceosome
CACTIN,PRPF8,C complex spliceosome
CACTIN,CWC27,C complex spliceosome
CACTIN,SRRM1,C complex spliceosome
CACTIN,DHX38,C complex spliceosome
CACTIN,PPWD1,C complex spliceosome
CACTIN,DGCR14,C complex spliceosome
CACTIN,SNRNP40,C complex spliceosome
CACTIN,CDC5L,C complex spliceosome
CACTIN,GPATCH1,C complex spliceosome
CACTIN,WDR83,C complex spliceosome
CACTIN,DDX23,C complex spliceosome
CACTIN,CRNKL1,C complex spliceosome
CACTIN,PPIL3,C complex spliceosome
CACTIN,PNN,C complex spliceosome
CACTIN,DHX35,C complex spliceosome
CACTIN,CWC22,C complex spliceosome
CACTIN,XAB2,C complex spliceosome
CACTIN,RBM22,C complex spliceosome
CACTIN,CWC15,C complex spliceosome
CACTIN,TFIP11,C complex spliceosome
CACTIN,DDX41,C complex spliceosome
CACTIN,RALY,C complex spliceosome
CACTIN,ISY1,C complex spliceosome
CACTIN,PRPF19,C complex spliceosome
CACTIN,PPIE,C complex spliceosome
CACTIN,SRRM2,C complex spliceosome
CACTIN,LSM2,C complex spliceosome
CACTIN,PPIL1,C complex spliceosome
CACTIN,RBM8A,C complex spliceosome
DHX38,SART1,C complex spliceosome
DHX38,HNRNPR,C complex spliceosome
DHX38,PLRG1,C complex spliceosome
DHX38,SYNCRIP,C complex spliceosome
DHX38,SF3B1,C complex spliceosome
DHX38,SNRNP200,C complex spliceosome
DHX38,PRPF6,C complex spliceosome
DHX38,SLU7,C complex spliceosome
DHX38,SYF2,C complex spliceosome
DHX38,HNRNPC,C complex spliceosome
DHX38,SNRPB2,C complex spliceosome
DHX38,HNRNPA1,C complex spliceosome
DHX38,SNRPA1,C complex spliceosome
DHX38,PABPC1,C complex spliceosome
DHX38,SNRPB,C complex spliceosome
DHX38,HNRNPA2B1,C complex spliceosome
DHX38,HNRNPH1,C complex spliceosome
DHX38,RBMX,C complex spliceosome
DHX38,EIF4A3,C complex spliceosome
DHX38,MTREX,C complex spliceosome
DHX38,HNRNPA3,C complex spliceosome
DHX38,HNRNPM,C complex spliceosome
DHX38,HNRNPF,C complex spliceosome
DHX38,MAGOH,C complex spliceosome
DHX38,HNRNPK,C complex spliceosome
DHX38,SNRPE,C complex spliceosome
DHX38,SNRPF,C complex spliceosome
DHX38,SNRPG,C complex spliceosome
DHX38,LSM3,C complex spliceosome
DHX38,SNRPD1,C complex spliceosome
DHX38,SNRPD2,C complex spliceosome
DHX38,SNRPD3,C complex spliceosome
DHX38,HNRNPU,C complex spliceosome
DHX38,U2AF1,C complex spliceosome
DHX38,SRSF1,C complex spliceosome
DHX38,SF3A3,C complex spliceosome
DHX38,SF3B2,C complex spliceosome
DHX38,PRPF4B,C complex spliceosome
DHX38,SNW1,C complex spliceosome
DHX38,FRG1,C complex spliceosome
DHX38,DHX8,C complex spliceosome
DHX38,EFTUD2,C complex spliceosome
DHX38,SF3B3,C complex spliceosome
DHX38,SF3A2,C complex spliceosome
DHX38,SF3A1,C complex spliceosome
DHX38,ZCCHC8,C complex spliceosome
DHX38,PRPF8,C complex spliceosome
DHX38,SRRM1,C complex spliceosome
DHX38,PPWD1,C complex spliceosome
DHX38,SNRNP40,C complex spliceosome
DHX38,GPATCH1,C complex spliceosome
DHX38,WDR83,C complex spliceosome
DHX38,PPIL3,C complex spliceosome
DHX38,PNN,C complex spliceosome
DHX38,XAB2,C complex spliceosome
DHX38,RBM22,C complex spliceosome
DHX38,TFIP11,C complex spliceosome
DHX38,RALY,C complex spliceosome
DHX38,ISY1,C complex spliceosome
DHX38,PRPF19,C complex spliceosome
DHX38,PPIE,C complex spliceosome
DHX38,SRRM2,C complex spliceosome
DHX38,LSM2,C complex spliceosome
DHX38,PPIL1,C complex spliceosome
DHX38,RBM8A,C complex spliceosome
PPWD1,SART1,C complex spliceosome
PPWD1,SYNCRIP,C complex spliceosome
PPWD1,SF3B1,C complex spliceosome
PPWD1,SNRNP200,C complex spliceosome
PPWD1,PRPF6,C complex spliceosome
PPWD1,SLU7,C complex spliceosome
PPWD1,SYF2,C complex spliceosome
PPWD1,SNRPB2,C complex spliceosome
PPWD1,SNRPA1,C complex spliceosome
PPWD1,SNRPB,C complex spliceosome
PPWD1,RBMX,C complex spliceosome
PPWD1,SNRPE,C complex spliceosome
PPWD1,SNRPF,C complex spliceosome
PPWD1,SNRPG,C complex spliceosome
PPWD1,SNRPD1,C complex spliceosome
PPWD1,SNRPD2,C complex spliceosome
PPWD1,SNRPD3,C complex spliceosome
PPWD1,U2AF1,C complex spliceosome
PPWD1,SRSF1,C complex spliceosome
PPWD1,SF3A3,C complex spliceosome
PPWD1,SF3B2,C complex spliceosome
PPWD1,PRPF4B,C complex spliceosome
PPWD1,SNW1,C complex spliceosome
PPWD1,SF3B3,C complex spliceosome
PPWD1,SF3A2,C complex spliceosome
PPWD1,SF3A1,C complex spliceosome
PPWD1,ZCCHC8,C complex spliceosome
PPWD1,PRPF8,C complex spliceosome
PPWD1,SRRM1,C complex spliceosome
PPWD1,SNRNP40,C complex spliceosome
PPWD1,WDR83,C complex spliceosome
PPWD1,XAB2,C complex spliceosome
PPWD1,RBM22,C complex spliceosome
PPWD1,TFIP11,C complex spliceosome
PPWD1,RALY,C complex spliceosome
PPWD1,PRPF19,C complex spliceosome
PPWD1,SRRM2,C complex spliceosome
PPWD1,RBM8A,C complex spliceosome
DGCR14,SART1,C complex spliceosome
DGCR14,HNRNPR,C complex spliceosome
DGCR14,PLRG1,C complex spliceosome
DGCR14,SYNCRIP,C complex spliceosome
DGCR14,SF3B1,C complex spliceosome
DGCR14,SNRNP200,C complex spliceosome
DGCR14,PRPF6,C complex spliceosome
DGCR14,SLU7,C complex spliceosome
DGCR14,SYF2,C complex spliceosome
DGCR14,HNRNPC,C complex spliceosome
DGCR14,SNRPB2,C complex spliceosome
DGCR14,HNRNPA1,C complex spliceosome
DGCR14,SNRPA1,C complex spliceosome
DGCR14,PABPC1,C complex spliceosome
DGCR14,SNRPB,C complex spliceosome
DGCR14,HNRNPA2B1,C complex spliceosome
DGCR14,HNRNPH1,C complex spliceosome
DGCR14,RBMX,C complex spliceosome
DGCR14,EIF4A3,C complex spliceosome
DGCR14,MTREX,C complex spliceosome
DGCR14,HNRNPA3,C complex spliceosome
DGCR14,HNRNPM,C complex spliceosome
DGCR14,HNRNPF,C complex spliceosome
DGCR14,MAGOH,C complex spliceosome
DGCR14,HNRNPK,C complex spliceosome
DGCR14,SNRPE,C complex spliceosome
DGCR14,SNRPF,C complex spliceosome
DGCR14,SNRPG,C complex spliceosome
DGCR14,LSM3,C complex spliceosome
DGCR14,SNRPD1,C complex spliceosome
DGCR14,SNRPD2,C complex spliceosome
DGCR14,SNRPD3,C complex spliceosome
DGCR14,HNRNPU,C complex spliceosome
DGCR14,U2AF1,C complex spliceosome
DGCR14,SRSF1,C complex spliceosome
DGCR14,SF3A3,C complex spliceosome
DGCR14,SF3B2,C complex spliceosome
DGCR14,PRPF4B,C complex spliceosome
DGCR14,SNW1,C complex spliceosome
DGCR14,FRG1,C complex spliceosome
DGCR14,DHX8,C complex spliceosome
DGCR14,EFTUD2,C complex spliceosome
DGCR14,SF3B3,C complex spliceosome
DGCR14,SF3A2,C complex spliceosome
DGCR14,SF3A1,C complex spliceosome
DGCR14,ZCCHC8,C complex spliceosome
DGCR14,PRPF8,C complex spliceosome
DGCR14,SRRM1,C complex spliceosome
DGCR14,DHX38,C complex spliceosome
DGCR14,PPWD1,C complex spliceosome
DGCR14,SNRNP40,C complex spliceosome
DGCR14,GPATCH1,C complex spliceosome
DGCR14,WDR83,C complex spliceosome
DGCR14,PPIL3,C complex spliceosome
DGCR14,PNN,C complex spliceosome
DGCR14,DHX35,C complex spliceosome
DGCR14,XAB2,C complex spliceosome
DGCR14,RBM22,C complex spliceosome
DGCR14,TFIP11,C complex spliceosome
DGCR14,RALY,C complex spliceosome
DGCR14,ISY1,C complex spliceosome
DGCR14,PRPF19,C complex spliceosome
DGCR14,PPIE,C complex spliceosome
DGCR14,SRRM2,C complex spliceosome
DGCR14,LSM2,C complex spliceosome
DGCR14,PPIL1,C complex spliceosome
DGCR14,RBM8A,C complex spliceosome
SNRNP40,SYNCRIP,C complex spliceosome
SNRNP40,SYF2,C complex spliceosome
SNRNP40,SNRPB2,C complex spliceosome
SNRNP40,SNRPA1,C complex spliceosome
SNRNP40,SNRPB,C complex spliceosome
SNRNP40,SNRPE,C complex spliceosome
SNRNP40,SNRPF,C complex spliceosome
SNRNP40,SNRPG,C complex spliceosome
SNRNP40,SNRPD1,C complex spliceosome
SNRNP40,SNRPD2,C complex spliceosome
SNRNP40,SNRPD3,C complex spliceosome
SNRNP40,U2AF1,C complex spliceosome
SNRNP40,SRSF1,C complex spliceosome
SNRNP40,SNW1,C complex spliceosome
SNRNP40,ZCCHC8,C complex spliceosome
SNRNP40,SRRM1,C complex spliceosome
SNRNP40,WDR83,C complex spliceosome
SNRNP40,XAB2,C complex spliceosome
SNRNP40,TFIP11,C complex spliceosome
SNRNP40,SRRM2,C complex spliceosome
CDC5L,SART1,C complex spliceosome
CDC5L,HNRNPR,C complex spliceosome
CDC5L,PLRG1,C complex spliceosome
CDC5L,SYNCRIP,C complex spliceosome
CDC5L,SF3B1,C complex spliceosome
CDC5L,SNRNP200,C complex spliceosome
CDC5L,PRPF6,C complex spliceosome
CDC5L,SLU7,C complex spliceosome
CDC5L,SYF2,C complex spliceosome
CDC5L,HNRNPC,C complex spliceosome
CDC5L,SNRPB2,C complex spliceosome
CDC5L,HNRNPA1,C complex spliceosome
CDC5L,SNRPA1,C complex spliceosome
CDC5L,PABPC1,C complex spliceosome
CDC5L,SNRPB,C complex spliceosome
CDC5L,DDX5,C complex spliceosome
CDC5L,HNRNPA2B1,C complex spliceosome
CDC5L,HNRNPH1,C complex spliceosome
CDC5L,RBMX,C complex spliceosome
CDC5L,EIF4A3,C complex spliceosome
CDC5L,MTREX,C complex spliceosome
CDC5L,HNRNPA3,C complex spliceosome
CDC5L,HNRNPM,C complex spliceosome
CDC5L,HNRNPF,C complex spliceosome
CDC5L,MAGOH,C complex spliceosome
CDC5L,HNRNPK,C complex spliceosome
CDC5L,SNRPE,C complex spliceosome
CDC5L,SNRPF,C complex spliceosome
CDC5L,SNRPG,C complex spliceosome
CDC5L,LSM3,C complex spliceosome
CDC5L,SNRPD1,C complex spliceosome
CDC5L,SNRPD2,C complex spliceosome
CDC5L,SNRPD3,C complex spliceosome
CDC5L,HNRNPU,C complex spliceosome
CDC5L,U2AF1,C complex spliceosome
CDC5L,SRSF1,C complex spliceosome
CDC5L,SF3A3,C complex spliceosome
CDC5L,SF3B2,C complex spliceosome
CDC5L,PRPF4B,C complex spliceosome
CDC5L,SNW1,C complex spliceosome
CDC5L,FRG1,C complex spliceosome
CDC5L,DHX8,C complex spliceosome
CDC5L,EFTUD2,C complex spliceosome
CDC5L,SF3B3,C complex spliceosome
CDC5L,SF3A2,C complex spliceosome
CDC5L,SF3A1,C complex spliceosome
CDC5L,ZCCHC8,C complex spliceosome
CDC5L,PRPF8,C complex spliceosome
