group,group_protein_count,domain,total_domain_protein_count,domain_protein_in_group_count,coverage_of_domain_proteins_in_group,representation_of_total_domain_proteins
100,10,P-loop containing nucleoside triphosphate hydrolase,269,2,0.2,0.007434944237918215
101,8,Chondroitin N-acetylgalactosaminyltransferase,4,1,0.125,0.25
101,8,"Epidermal growth factor receptor-like, transmembrane-juxtamembrane segment",2,1,0.125,0.5
101,8,Furin-like cysteine-rich domain,2,1,0.125,0.5
101,8,Furin-like repeat,3,1,0.125,0.3333333333333333
101,8,Growth factor receptor cysteine-rich domain superfamily,16,1,0.125,0.0625
101,8,Growth factor receptor domain 4,2,1,0.125,0.5
101,8,Immunoglobulin V-set domain,10,1,0.125,0.1
101,8,Immunoglobulin subtype,21,1,0.125,0.047619047619047616
101,8,Immunoglobulin-like domain,28,1,0.125,0.03571428571428571
101,8,Immunoglobulin-like domain superfamily,28,1,0.125,0.03571428571428571
101,8,Immunoglobulin-like fold,55,1,0.125,0.01818181818181818
101,8,Matrix remodeling-associated protein 8,1,1,0.125,1.0
101,8,"Nuclear pore complex protein NUP96, C-terminal domain",1,1,0.125,1.0
101,8,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain",1,1,0.125,1.0
101,8,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain superfamily",1,1,0.125,1.0
101,8,Nucleoporin peptidase S59-like,1,1,0.125,1.0
101,8,Nucleoside diphosphate kinase,4,1,0.125,0.25
101,8,"Nucleoside diphosphate kinase, active site",4,1,0.125,0.25
101,8,Nucleoside diphosphate kinase-like domain,4,1,0.125,0.25
101,8,Nucleoside diphosphate kinase-like domain superfamily,4,1,0.125,0.25
101,8,Papain-like cysteine peptidase superfamily,8,1,0.125,0.125
101,8,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",3,1,0.125,0.3333333333333333
101,8,Protein kinase domain,32,1,0.125,0.03125
101,8,"Protein kinase, ATP binding site",27,1,0.125,0.037037037037037035
101,8,Protein kinase-like domain superfamily,40,1,0.125,0.025
101,8,Receptor L-domain,2,1,0.125,0.5
101,8,Receptor L-domain superfamily,2,1,0.125,0.5
101,8,Sec1-like protein,4,1,0.125,0.25
101,8,Sec1-like superfamily,4,1,0.125,0.25
101,8,"Sec1-like, domain 1",3,1,0.125,0.3333333333333333
101,8,"Sec1-like, domain 2",4,1,0.125,0.25
101,8,"Sec1-like, domain 3a",3,1,0.125,0.3333333333333333
101,8,"Serine-threonine/tyrosine-protein kinase, catalytic domain",9,1,0.125,0.1111111111111111
101,8,"Tyrosine protein kinase, EGF/ERB/XmrK receptor",2,1,0.125,0.5
101,8,"Tyrosine-protein kinase, active site",11,1,0.125,0.09090909090909091
101,8,"Tyrosine-protein kinase, catalytic domain",8,1,0.125,0.125
101,8,USP39,1,1,0.125,1.0
101,8,Ubiquitin specific protease domain,3,1,0.125,0.3333333333333333
101,8,Zinc finger C2H2-type,13,1,0.125,0.07692307692307693
101,8,"Zinc finger, RING/FYVE/PHD-type",28,1,0.125,0.03571428571428571
101,8,"Zinc finger, UBP-type",1,1,0.125,1.0
102,3,"ATP-dependent RNA helicase DEAD-box, conserved site",18,1,0.3333333333333333,0.05555555555555555
102,3,"DDX47/Rrp3, DEAD-box helicase domain",1,1,0.3333333333333333,1.0
102,3,DEAD/DEAH box helicase domain,35,1,0.3333333333333333,0.02857142857142857
102,3,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.3333333333333333,0.023255813953488372
102,3,"Helicase, C-terminal domain-like",43,1,0.3333333333333333,0.023255813953488372
102,3,P-loop containing nucleoside triphosphate hydrolase,269,1,0.3333333333333333,0.0037174721189591076
102,3,"Peroxisome membrane protein, Pex16",1,1,0.3333333333333333,1.0
102,3,"Protein bassoon, FYVE domain",1,1,0.3333333333333333,1.0
102,3,"RNA helicase, DEAD-box type, Q motif",21,1,0.3333333333333333,0.047619047619047616
102,3,"Zinc finger, FYVE/PHD-type",14,1,0.3333333333333333,0.07142857142857142
102,3,"Zinc finger, RING/FYVE/PHD-type",28,1,0.3333333333333333,0.03571428571428571
102,3,"Zinc finger, piccolo-type",1,1,0.3333333333333333,1.0
103,7,ABC1 atypical kinase-like domain,2,1,0.14285714285714285,0.5
103,7,ADCK1-like domain,1,1,0.14285714285714285,1.0
103,7,"ATPase, nucleotide binding domain",17,1,0.14285714285714285,0.058823529411764705
103,7,Actin family,7,1,0.14285714285714285,0.14285714285714285
103,7,"Actin, conserved site",7,1,0.14285714285714285,0.14285714285714285
103,7,Actin/actin-like conserved site,6,1,0.14285714285714285,0.16666666666666666
103,7,B30.2/SPRY domain,12,1,0.14285714285714285,0.08333333333333333
103,7,B30.2/SPRY domain superfamily,12,1,0.14285714285714285,0.08333333333333333
103,7,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.14285714285714285,0.03571428571428571
103,7,"FOX1, RNA recognition motif",1,1,0.14285714285714285,1.0
103,7,Fox-1 C-terminal domain,1,1,0.14285714285714285,1.0
103,7,"Heterogeneous nuclear ribonucleoprotein U, SPRY domain",4,1,0.14285714285714285,0.25
103,7,Immunoglobulin-like fold,55,1,0.14285714285714285,0.01818181818181818
103,7,K Homology domain,21,1,0.14285714285714285,0.047619047619047616
103,7,"K Homology domain, type 1",21,1,0.14285714285714285,0.047619047619047616
103,7,"K Homology domain, type 1 superfamily",22,1,0.14285714285714285,0.045454545454545456
103,7,KH domain-containing BBP-like,3,1,0.14285714285714285,0.3333333333333333
103,7,Major sperm protein (MSP) domain,2,1,0.14285714285714285,0.5
103,7,Nonaspanin (TM9SF),4,1,0.14285714285714285,0.25
103,7,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.14285714285714285,0.007936507936507936
103,7,P-loop containing nucleoside triphosphate hydrolase,269,1,0.14285714285714285,0.0037174721189591076
103,7,PapD-like superfamily,2,1,0.14285714285714285,0.5
103,7,Protein kinase-like domain superfamily,40,1,0.14285714285714285,0.025
103,7,RNA binding protein fox-1 homolog 1-3,1,1,0.14285714285714285,1.0
103,7,RNA binding protein fox-1 homolog 1-like,1,1,0.14285714285714285,1.0
103,7,RNA recognition motif domain,117,1,0.14285714285714285,0.008547008547008548
103,7,RNA-binding domain superfamily,127,1,0.14285714285714285,0.007874015748031496
103,7,SAP domain,15,1,0.14285714285714285,0.06666666666666667
103,7,SAP domain superfamily,13,1,0.14285714285714285,0.07692307692307693
103,7,SPRY domain,12,1,0.14285714285714285,0.08333333333333333
103,7,"Splicing factor 1, helix-hairpin domain",1,1,0.14285714285714285,1.0
103,7,"Splicing factor 1, helix-hairpin domain superfamily",1,1,0.14285714285714285,1.0
103,7,Vesicle-associated membrane-protein-associated protein,2,1,0.14285714285714285,0.5
103,7,"Zinc finger, CCHC-type",8,1,0.14285714285714285,0.125
104,13,ADF-H/Gelsolin-like domain superfamily,8,1,0.07692307692307693,0.125
104,13,Ankyrin repeat,16,1,0.07692307692307693,0.0625
104,13,Ankyrin repeat-containing domain superfamily,17,1,0.07692307692307693,0.058823529411764705
104,13,Armadillo-like helical,63,1,0.07692307692307693,0.015873015873015872
104,13,Armadillo-type fold,84,1,0.07692307692307693,0.011904761904761904
104,13,Bromo adjacent homology (BAH) domain,2,1,0.07692307692307693,0.5
104,13,Bromo adjacent homology (BAH) domain superfamily,2,1,0.07692307692307693,0.5
104,13,C-5 cytosine methyltransferase,1,1,0.07692307692307693,1.0
104,13,Chaperone J-domain superfamily,17,1,0.07692307692307693,0.058823529411764705
104,13,Cytochrome c oxidase subunit IV,1,1,0.07692307692307693,1.0
104,13,Cytochrome c oxidase subunit IV family,1,1,0.07692307692307693,1.0
104,13,Cytochrome c oxidase subunit IV superfamily,1,1,0.07692307692307693,1.0
104,13,"DEK, C-terminal",2,1,0.07692307692307693,0.5
104,13,DMAP1-binding domain,1,1,0.07692307692307693,1.0
104,13,"DNA (cytosine-5)-methyltransferase 1, replication foci domain",1,1,0.07692307692307693,1.0
104,13,DNA (cytosine-5)-methyltransferase 1-like,1,1,0.07692307692307693,1.0
104,13,"DNA methylase, C-5 cytosine-specific, active site",1,1,0.07692307692307693,1.0
104,13,"DNA methylase, C-5 cytosine-specific, conserved site",1,1,0.07692307692307693,1.0
104,13,DnaJ domain,16,1,0.07692307692307693,0.0625
104,13,"DnaJ homologue subfamily C, GRV2/DNAJC13",1,1,0.07692307692307693,1.0
104,13,"DnaJ homologue subfamily C, GRV2/DNAJC13, N-terminal domain",1,1,0.07692307692307693,1.0
104,13,"GPCR family 3, C-terminal",1,1,0.07692307692307693,1.0
104,13,GYF domain 2,1,1,0.07692307692307693,1.0
104,13,GYF-like domain superfamily,2,1,0.07692307692307693,0.5
104,13,Gelsolin-like domain,5,1,0.07692307692307693,0.2
104,13,KN motif and ankyrin repeat domain-containing protein 1-4,2,1,0.07692307692307693,0.5
104,13,Kank N-terminal motif,2,1,0.07692307692307693,0.5
104,13,Large ribosomal subunit protein mL49,1,1,0.07692307692307693,1.0
104,13,Microtubule associated protein 1,2,1,0.07692307692307693,0.5
104,13,NOSIC,3,1,0.07692307692307693,0.3333333333333333
104,13,Neuraxin/MAP1B repeat,2,1,0.07692307692307693,0.5
104,13,Nop domain,3,1,0.07692307692307693,0.3333333333333333
104,13,Nop domain superfamily,3,1,0.07692307692307693,0.3333333333333333
104,13,"Nop, C-terminal domain",3,1,0.07692307692307693,0.3333333333333333
104,13,"Nucleolar protein 58/56, N-terminal",2,1,0.07692307692307693,0.5
104,13,Nucleolar protein Nop56/Nop58,2,1,0.07692307692307693,0.5
104,13,PCNA-associated factor,1,1,0.07692307692307693,1.0
104,13,"PCNA-associated factor, histone-like domain",1,1,0.07692307692307693,1.0
104,13,Prostate apoptosis response 4,3,1,0.07692307692307693,0.3333333333333333
104,13,Protein DEK,2,1,0.07692307692307693,0.5
104,13,S-adenosyl-L-methionine-dependent methyltransferase superfamily,19,1,0.07692307692307693,0.05263157894736842
104,13,SAP domain,15,1,0.07692307692307693,0.06666666666666667
104,13,Transmembrane protein 11,1,1,0.07692307692307693,1.0
104,13,Villin headpiece,2,1,0.07692307692307693,0.5
104,13,Villin headpiece domain superfamily,2,1,0.07692307692307693,0.5
104,13,Villin/Gelsolin,2,1,0.07692307692307693,0.5
104,13,"Zinc finger, CXXC-type",1,1,0.07692307692307693,1.0
105,16,"Aminoacyl-tRNA synthetase, class I, conserved site",13,1,0.0625,0.07692307692307693
105,16,"Aminoacyl-tRNA synthetase, class Ia",5,1,0.0625,0.2
105,16,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding",9,1,0.0625,0.1111111111111111
105,16,DNA/RNA non-specific endonuclease,2,1,0.0625,0.5
105,16,DNA/RNA non-specific endonuclease superfamily,2,1,0.0625,0.5
105,16,EF-G domain III/V-like,4,1,0.0625,0.25
105,16,"EXOG, C-terminal",1,1,0.0625,1.0
105,16,Elongation factor 4,1,1,0.0625,1.0
105,16,"Elongation factor 4, domain IV",1,1,0.0625,1.0
105,16,"Elongation factor EFG, domain V-like",4,1,0.0625,0.25
105,16,"Extracellular Endonuclease, subunit A",2,1,0.0625,0.5
105,16,FAD dependent oxidoreductase,3,1,0.0625,0.3333333333333333
105,16,FAD/NAD(P)-binding domain superfamily,13,1,0.0625,0.07692307692307693
105,16,"GTP-binding protein LepA, C-terminal",1,1,0.0625,1.0
105,16,His-Me finger superfamily,2,1,0.0625,0.5
105,16,Isoleucine-tRNA ligase,2,1,0.0625,0.5
105,16,"Isoleucine-tRNA ligase, type 2",1,1,0.0625,1.0
105,16,"Isoleucyl tRNA synthetase type 2, anticodon-binding domain",1,1,0.0625,1.0
105,16,JAB1/MPN/MOV34 metalloenzyme domain,4,1,0.0625,0.25
105,16,"LanC-like protein, eukaryotic",2,1,0.0625,0.5
105,16,Lanthionine synthetase C-like,2,1,0.0625,0.5
105,16,"LepA, C-terminal domain superfamily",1,1,0.0625,1.0
105,16,MPN domain,5,1,0.0625,0.2
105,16,"Metallopeptidase, catalytic domain superfamily",6,1,0.0625,0.16666666666666666
105,16,"Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",5,1,0.0625,0.2
105,16,"NADH-ubiquinone oxidoreductase, 20 Kd subunit",1,1,0.0625,1.0
105,16,"NADH:ubiquinone oxidoreductase-like, 20kDa subunit",1,1,0.0625,1.0
105,16,Non-specific endonuclease,1,1,0.0625,1.0
105,16,"Nuclear RNA-splicing-associated protein, SR-25",1,1,0.0625,1.0
105,16,Nucleolar protein 14,2,1,0.0625,0.5
105,16,"Oligosaccharyl transferase complex, subunit OST3/OST6",2,1,0.0625,0.5
105,16,P-loop containing nucleoside triphosphate hydrolase,269,1,0.0625,0.0037174721189591076
105,16,PRO8NT domain,1,1,0.0625,1.0
105,16,PROCN domain,1,1,0.0625,1.0
105,16,PROCT domain,1,1,0.0625,1.0
105,16,PRP8 domain IV core,1,1,0.0625,1.0
105,16,Peptidase M13,1,1,0.0625,1.0
105,16,"Peptidase M13, C-terminal domain",1,1,0.0625,1.0
105,16,"Peptidase M13, N-terminal domain",1,1,0.0625,1.0
105,16,"Peptidase M13, domain 2",1,1,0.0625,1.0
105,16,Pre-mRNA-processing-splicing factor 8,1,1,0.0625,1.0
105,16,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding",1,1,0.0625,1.0
105,16,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily",1,1,0.0625,1.0
105,16,"Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding",1,1,0.0625,1.0
105,16,Prostate apoptosis response 4,3,1,0.0625,0.3333333333333333
105,16,"Prp8 RNase domain IV, fingers region",1,1,0.0625,1.0
105,16,"Prp8 RNase domain IV, palm region",1,1,0.0625,1.0
105,16,"RNA recognition motif, spliceosomal PrP8",1,1,0.0625,1.0
105,16,Ribonuclease H-like superfamily,2,1,0.0625,0.5
105,16,Rossmann-like alpha/beta/alpha sandwich fold,16,1,0.0625,0.0625
105,16,"Serpin H1, serpin domain",4,1,0.0625,0.25
105,16,Serpin domain,4,1,0.0625,0.25
105,16,Serpin family,4,1,0.0625,0.25
105,16,Serpin superfamily,4,1,0.0625,0.25
105,16,"Serpin superfamily, domain 1",4,1,0.0625,0.25
105,16,"Serpin superfamily, domain 2",4,1,0.0625,0.25
105,16,"Serpin, conserved site",4,1,0.0625,0.25
105,16,Signal peptidase complex subunit 3,1,1,0.0625,1.0
105,16,Six-hairpin glycosidase-like superfamily,5,1,0.0625,0.2
105,16,Small GTP-binding protein domain,67,1,0.0625,0.014925373134328358
105,16,Sphingomyelin phosphodiesterase 4,1,1,0.0625,1.0
105,16,Thioredoxin-like superfamily,36,1,0.0625,0.027777777777777776
105,16,"Tr-type G domain, conserved site",4,1,0.0625,0.25
105,16,"Translation elongation factor EFTu-like, domain 2",8,1,0.0625,0.125
105,16,"Translation protein, beta-barrel domain superfamily",14,1,0.0625,0.07142857142857142
105,16,Translational (tr)-type GTP-binding domain,9,1,0.0625,0.1111111111111111
105,16,"Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",5,1,0.0625,0.2
105,16,"Zinc finger, CCCH-type",8,1,0.0625,0.125
105,16,Zinc-finger CCCH domain,1,1,0.0625,1.0
106,5,Abscisic acid G-protein coupled receptor-like domain,1,1,0.2,1.0
106,5,"Alpha-ketoacid/pyruvate dehydrogenase kinase, N-terminal domain superfamily",1,1,0.2,1.0
106,5,"Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal",1,1,0.2,1.0
106,5,Coiled-coil domain-containing protein 127,1,1,0.2,1.0
106,5,"Golgi pH regulator, conserved domain",1,1,0.2,1.0
106,5,Histidine kinase domain,1,1,0.2,1.0
106,5,Histidine kinase/HSP90-like ATPase,8,1,0.2,0.125
106,5,Histidine kinase/HSP90-like ATPase superfamily,9,1,0.2,0.1111111111111111
106,5,Leucine-rich PPR motif-containing protein,1,1,0.2,1.0
106,5,"Oligosaccharyl transferase STT3, N-terminal domain",3,1,0.2,0.3333333333333333
106,5,"Oligosaccharyl transferase, STT3 subunit",3,1,0.2,0.3333333333333333
106,5,PDK/BCKDK protein kinase,1,1,0.2,1.0
106,5,Pentacotripeptide-repeat region of PRORP,1,1,0.2,1.0
106,5,Pentatricopeptide repeat,3,1,0.2,0.3333333333333333
106,5,"STT3/PglB/AglB, core domain",3,1,0.2,0.3333333333333333
106,5,"Signal transduction histidine kinase-related protein, C-terminal",1,1,0.2,1.0
106,5,Tetratricopeptide-like helical domain superfamily,46,1,0.2,0.021739130434782608
106,5,The Golgi pH regulator/GPCR-type G protein,1,1,0.2,1.0
107,27,"AAA ATPase, AAA+ lid domain",13,1,0.037037037037037035,0.07692307692307693
107,27,ALIX V-shaped domain,2,1,0.037037037037037035,0.5
107,27,"ATP-citrate lyase/succinyl-CoA ligase, active site",1,1,0.037037037037037035,1.0
107,27,"ATP-citrate lyase/succinyl-CoA ligase, conserved site",1,1,0.037037037037037035,1.0
107,27,ATP-citrate synthase,1,1,0.037037037037037035,1.0
107,27,"ATP-citrate synthase, citrate-binding domain",1,1,0.037037037037037035,1.0
107,27,"ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain",1,1,0.037037037037037035,1.0
107,27,"ATP-dependent zinc metalloprotease, FtsH",3,1,0.037037037037037035,0.3333333333333333
107,27,Active regulator of SIRT1,1,1,0.037037037037037035,1.0
107,27,"Aminomethyltransferase, folate-binding domain",1,1,0.037037037037037035,1.0
107,27,BRCT domain,4,1,0.037037037037037035,0.25
107,27,BRCT domain superfamily,6,1,0.037037037037037035,0.16666666666666666
107,27,BRO1 domain,2,1,0.037037037037037035,0.5
107,27,BRO1 domain superfamily,2,1,0.037037037037037035,0.5
107,27,"Bacterial Ig-like domain, group 2",1,1,0.037037037037037035,1.0
107,27,C-type lectin fold,4,1,0.037037037037037035,0.25
107,27,C-type lectin-like/link domain superfamily,3,1,0.037037037037037035,0.3333333333333333
107,27,CD44 antigen,1,1,0.037037037037037035,1.0
107,27,CD44 antigen-like,1,1,0.037037037037037035,1.0
107,27,Caspase recruitment domain,1,1,0.037037037037037035,1.0
107,27,"Cation-transporting P-type ATPase, C-terminal",7,1,0.037037037037037035,0.14285714285714285
107,27,"Cation-transporting P-type ATPase, N-terminal",7,1,0.037037037037037035,0.14285714285714285
107,27,Chaperone tailless complex polypeptide 1 (TCP-1),9,1,0.037037037037037035,0.1111111111111111
107,27,Chaperonin Cpn60/GroEL/TCP-1 family,11,1,0.037037037037037035,0.09090909090909091
107,27,"Chaperonin TCP-1, conserved site",9,1,0.037037037037037035,0.1111111111111111
107,27,Citrate synthase,2,1,0.037037037037037035,0.5
107,27,Citrate synthase superfamily,2,1,0.037037037037037035,0.5
107,27,"Citrate synthase-like, small alpha subdomain",2,1,0.037037037037037035,0.5
107,27,CoA-binding,1,1,0.037037037037037035,1.0
107,27,DEAD/DEAH box helicase domain,35,1,0.037037037037037035,0.02857142857142857
107,27,"DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal",4,1,0.037037037037037035,0.25
107,27,"DNA replication factor RFC1, C-terminal",1,1,0.037037037037037035,1.0
107,27,Death-like domain superfamily,6,1,0.037037037037037035,0.16666666666666666
107,27,"Desmoplakin, SH3 domain",9,1,0.037037037037037035,0.1111111111111111
107,27,"Desmoplakin, spectrin-like domain",9,1,0.037037037037037035,0.1111111111111111
107,27,EGF-like calcium-binding domain,14,1,0.037037037037037035,0.07142857142857142
107,27,"EGF-like calcium-binding, conserved site",12,1,0.037037037037037035,0.08333333333333333
107,27,EGF-like domain,20,1,0.037037037037037035,0.05
107,27,EGF-type aspartate/asparagine hydroxylation site,12,1,0.037037037037037035,0.08333333333333333
107,27,FAD dependent oxidoreductase,3,1,0.037037037037037035,0.3333333333333333
107,27,"FAD dependent oxidoreductase, central domain",1,1,0.037037037037037035,1.0
107,27,GAIN domain superfamily,2,1,0.037037037037037035,0.5
107,27,"GCC2, Rab binding domain",1,1,0.037037037037037035,1.0
107,27,"GPCR, family 2, ADGRE2/ADGRE5",1,1,0.037037037037037035,1.0
107,27,"GPCR, family 2, secretin-like",2,1,0.037037037037037035,0.5
107,27,"GPCR, family 2, secretin-like, conserved site",2,1,0.037037037037037035,0.5
107,27,"GPCR, family 2-like, 7TM",2,1,0.037037037037037035,0.5
107,27,GPS motif,2,1,0.037037037037037035,0.5
107,27,GRIP domain,2,1,0.037037037037037035,0.5
107,27,GTP binding domain,11,1,0.037037037037037035,0.09090909090909091
107,27,"GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1",1,1,0.037037037037037035,1.0
107,27,"Glycine cleavage T-protein, C-terminal barrel domain",1,1,0.037037037037037035,1.0
107,27,"Glycine cleavage T-protein/YgfZ, C-terminal",1,1,0.037037037037037035,1.0
107,27,GroEL-like apical domain superfamily,11,1,0.037037037037037035,0.09090909090909091
107,27,GroEL-like equatorial domain superfamily,11,1,0.037037037037037035,0.09090909090909091
107,27,Growth factor receptor cysteine-rich domain superfamily,16,1,0.037037037037037035,0.0625
107,27,HAD superfamily,16,1,0.037037037037037035,0.0625
107,27,HAD-like superfamily,16,1,0.037037037037037035,0.0625
107,27,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.037037037037037035,0.023255813953488372
107,27,"Helicase, C-terminal domain-like",43,1,0.037037037037037035,0.023255813953488372
107,27,"IGF2BP1, RNA recognition motif 1",1,1,0.037037037037037035,1.0
107,27,"IGF2BP1, RNA recognition motif 2",1,1,0.037037037037037035,1.0
107,27,"IPS1, CARD domain",1,1,0.037037037037037035,1.0
107,27,Invasin/intimin cell-adhesion fragments,1,1,0.037037037037037035,1.0
107,27,K Homology domain,21,1,0.037037037037037035,0.047619047619047616
107,27,"K Homology domain, type 1",21,1,0.037037037037037035,0.047619047619047616
107,27,"K Homology domain, type 1 superfamily",22,1,0.037037037037037035,0.045454545454545456
107,27,Large ribosomal subunit protein eL14,1,1,0.037037037037037035,1.0
107,27,Large ribosomal subunit protein eL14 domain,1,1,0.037037037037037035,1.0
107,27,"Large ribosomal subunit protein eL14, KOW motif",1,1,0.037037037037037035,1.0
107,27,Large ribosomal subunit protein mL53,1,1,0.037037037037037035,1.0
107,27,Large ribosomal subunit protein mL54,1,1,0.037037037037037035,1.0
107,27,"Large ribosomal subunit protein uL2, domain 2",12,1,0.037037037037037035,0.08333333333333333
107,27,Link domain,2,1,0.037037037037037035,0.5
107,27,"Matrin/U1-C, C2H2-type zinc finger",3,1,0.037037037037037035,0.3333333333333333
107,27,"Matrin/U1-C-like, C2H2-type zinc finger",3,1,0.037037037037037035,0.3333333333333333
107,27,NAD(P)-binding domain superfamily,56,1,0.037037037037037035,0.017857142857142856
107,27,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,1,1,0.037037037037037035,1.0
107,27,"NOG, C-terminal",1,1,0.037037037037037035,1.0
107,27,"NOG1, N-terminal helical domain",1,1,0.037037037037037035,1.0
107,27,NOTCH1 EGF-like calcium-binding domain,9,1,0.037037037037037035,0.1111111111111111
107,27,Nuclear pore membrane glycoprotein 210-like,1,1,0.037037037037037035,1.0
107,27,Nucleolar GTP-binding protein 1,1,1,0.037037037037037035,1.0
107,27,"Nucleolar GTP-binding protein 1, Rossman-fold domain",1,1,0.037037037037037035,1.0
107,27,OBG-type guanine nucleotide-binding (G) domain,3,1,0.037037037037037035,0.3333333333333333
107,27,P-type ATPase,10,1,0.037037037037037035,0.1
107,27,"P-type ATPase, A domain superfamily",10,1,0.037037037037037035,0.1
107,27,"P-type ATPase, cytoplasmic domain N",10,1,0.037037037037037035,0.1
107,27,"P-type ATPase, haloacid dehalogenase domain",10,1,0.037037037037037035,0.1
107,27,"P-type ATPase, phosphorylation site",10,1,0.037037037037037035,0.1
107,27,"P-type ATPase, subfamily IIB",2,1,0.037037037037037035,0.5
107,27,"P-type ATPase, transmembrane domain superfamily",10,1,0.037037037037037035,0.1
107,27,PH-like domain superfamily,36,1,0.037037037037037035,0.027777777777777776
107,27,Peptidase M41,3,1,0.037037037037037035,0.3333333333333333
107,27,"Peptidase M41, FtsH extracellular",2,1,0.037037037037037035,0.5
107,27,Peptidase M41-like,3,1,0.037037037037037035,0.3333333333333333
107,27,Plakin,9,1,0.037037037037037035,0.1111111111111111
107,27,Plakin repeat superfamily,9,1,0.037037037037037035,0.1111111111111111
107,27,"Plasma membrane calcium transporting P-type ATPase, C-terminal",2,1,0.037037037037037035,0.5
107,27,Plectin repeat,9,1,0.037037037037037035,0.1111111111111111
107,27,"RNA helicase, DEAD-box type, Q motif",21,1,0.037037037037037035,0.047619047619047616
107,27,Ran binding domain,3,1,0.037037037037037035,0.3333333333333333
107,27,Ran binding protein RanBP1-like,3,1,0.037037037037037035,0.3333333333333333
107,27,Replication factor C subunit 1,1,1,0.037037037037037035,1.0
107,27,"Replication factor C, lid domain",3,1,0.037037037037037035,0.3333333333333333
107,27,Rhodanese-like domain,1,1,0.037037037037037035,1.0
107,27,SH3-like domain superfamily,16,1,0.037037037037037035,0.0625
107,27,Small GTP-binding protein domain,67,1,0.037037037037037035,0.014925373134328358
107,27,Small ribosomal subunit protein uS15,2,1,0.037037037037037035,0.5
107,27,"Small ribosomal subunit protein uS15, N-terminal",1,1,0.037037037037037035,1.0
107,27,"Small ribosomal subunit protein uS15, archaea/eukaryotes",1,1,0.037037037037037035,1.0
107,27,SoHo domain,2,1,0.037037037037037035,0.5
107,27,"Sortilin, C-terminal",1,1,0.037037037037037035,1.0
107,27,"Sortilin, N-terminal",1,1,0.037037037037037035,1.0
107,27,Spectrin/alpha-actinin,19,1,0.037037037037037035,0.05263157894736842
107,27,"Succinyl-CoA synthetase, beta subunit, conserved site",1,1,0.037037037037037035,1.0
107,27,Succinyl-CoA synthetase-like,1,1,0.037037037037037035,1.0
107,27,"T-complex protein 1, beta subunit",2,1,0.037037037037037035,0.5
107,27,TCP-1-like chaperonin intermediate domain superfamily,11,1,0.037037037037037035,0.09090909090909091
107,27,Tetratricopeptide repeat,14,1,0.037037037037037035,0.07142857142857142
107,27,Tetratricopeptide-like helical domain superfamily,46,1,0.037037037037037035,0.021739130434782608
107,27,Translation protein SH3-like domain superfamily,13,1,0.037037037037037035,0.07692307692307693
107,27,VPS10,1,1,0.037037037037037035,1.0
107,27,Vacuolar protein-sorting protein Bro1-like,2,1,0.037037037037037035,0.5
107,27,WD40/YVTN repeat-like-containing domain superfamily,47,1,0.037037037037037035,0.02127659574468085
107,27,Zinc finger C2H2 superfamily,9,1,0.037037037037037035,0.1111111111111111
107,27,"Zinc finger protein 638, RNA recognition motif 1/2",1,1,0.037037037037037035,1.0
107,27,Zinc finger protein-like 1,1,1,0.037037037037037035,1.0
107,27,"Zinc finger, RING/FYVE/PHD-type",28,1,0.037037037037037035,0.03571428571428571
107,27,"Zinc finger, double-stranded RNA binding",1,1,0.037037037037037035,1.0
107,27,"uS15/NS1, RNA-binding domain superfamily",5,1,0.037037037037037035,0.2
107,27,AAA+ ATPase domain,54,2,0.07407407407407407,0.037037037037037035
107,27,"ATPase, AAA-type, core",23,2,0.07407407407407407,0.08695652173913043
107,27,FAD/NAD(P)-binding domain superfamily,13,2,0.07407407407407407,0.15384615384615385
107,27,Nucleotide-binding alpha-beta plait domain superfamily,126,2,0.07407407407407407,0.015873015873015872
107,27,RNA recognition motif domain,117,2,0.07407407407407407,0.017094017094017096
107,27,RNA-binding domain superfamily,127,2,0.07407407407407407,0.015748031496062992
107,27,SH3 domain,25,2,0.07407407407407407,0.08
107,27,Zinc finger C2H2-type,13,2,0.07407407407407407,0.15384615384615385
107,27,P-loop containing nucleoside triphosphate hydrolase,269,4,0.14814814814814814,0.01486988847583643
108,15,AAA+ ATPase domain,54,1,0.06666666666666667,0.018518518518518517
