group,domain,Interpro ID,domain_count
176,"Zinc finger, B-box, chordata//Transmembrane protein 131-like, N-terminal//TRIM27, PRY/SPRY domain//Transmembrane protein 131-like//Transmembrane protein 131-like, conserved domain//TOG domain//Butyrophylin-like, SPRY domain//SPRY-associated",IPR020457//IPR022113//IPR035791//IPR039877//IPR045695//IPR034085//IPR003879//IPR006574,8
177,"Small ribosomal subunit protein uS5m, N-terminal domain//Connexin//Small ribosomal subunit protein uS5//Gap junction alpha-1 protein (Cx43)//Small ribosomal subunit protein uS5, C-terminal//Connexin, N-terminal//Gap junction alpha-1 protein (Cx43), C-terminal//Mitochondrial Rho GTPase 1/3, EF hand associated, type-1//EF hand associated, type-2//Small ribosomal subunit protein uS5, N-terminal//Connexin, conserved site//Small ribosomal subunit protein uS5, N-terminal, conserved site//Gap junction protein, cysteine-rich domain//MIRO domain//Mitochondrial Rho GTPase//Connexin, C-terminal//Gap junction alpha-1 protein (Cx43), alpha helix domain superfamily//Connexin, N-terminal domain superfamily",IPR048584//IPR000500//IPR000851//IPR002261//IPR005324//IPR013092//IPR013124//IPR013566//IPR013567//IPR013810//IPR017990//IPR018192//IPR019570//IPR020860//IPR021181//IPR034634//IPR035091//IPR038359,18
178,"TAF15/EWS/TLS family//Hs1/Cortactin//UbiE/COQ5 methyltransferase//Brain acid soluble protein 1//EWS, RNA recognition motif//Cortactin, SH3 domain//Ribosomal subunit protein mS25/mL61, mitochondrial//UbiE/COQ5 methyltransferase, conserved site//Ribosomal protein/NADH dehydrogenase domain",IPR034870//IPR003134//IPR004033//IPR008408//IPR034869//IPR035716//IPR040049//IPR023576//IPR007741,9
179,"Nucleoside phosphatase GDA1/CD39//Ribosomal RNA processing protein 8//ATP-dependent RNA helicase Ski2/MTR4, C-terminal//ATP-dependent RNA helicase SKI2-like//Zinc finger Ran-binding domain-containing protein 2//Exosome RNA helicase MTR4-like, beta-barrel domain//Ribosomal RNA-processing protein 8, N-terminal domain//Exosome RNA helicase MTR4-like, stalk//UbiE/COQ5 methyltransferase, conserved site",IPR000407//IPR007823//IPR012961//IPR016438//IPR017337//IPR025696//IPR042036//IPR048392//IPR023576,9
18,"Small ribosomal subunit protein bS6//G-protein alpha subunit, group Q//Small ribosomal subunit protein uS2, eukaryotic/archaeal//Large ribosomal subunit protein uL1, mitochondrial//Ubiquinol-cytochrome c chaperone, CBP3//Nop2p//P120R repeat//Eukaryotic translation initiation factor 3 subunit J//Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site//Ubiquinol-cytochrome c chaperone//Syntaxin-5, N-terminal, Sly1p-binding domain//Eukaryotic translation initiation factor 3-like domain superfamily//RNA (C5-cytosine) methyltransferase, NOP2//Small ribosomal subunit protein uS2, eukaryotic//Small ribosomal subunit protein uS2, vertebrates//Ribosomal RNA small subunit methyltransferase F, N-terminal//Small ribosomal subunit protein uS2, C-terminal domain//Small ribosomal subunit protein bS6 superfamily//Cyclin-dependent kinase 11/PITSLRE, catalytic domain//Histone-lysine N-methyltransferase NSD3, first PWWP domain//Histone-lysine N-methyltransferase NSD3, second PWWP domain//Histone-lysine N-methyltransferase NSD3, second PHD finger//Histone-lysine N-methyltransferase NSD3, fourth PHD finger//Histone-lysine N-methyltransferase NSD3, SET domain//Histone-lysine N-methyltransferase NSD3, fifth PHD finger//Zinc finger 512, zinc finger",IPR000529//IPR000654//IPR005707//IPR005879//IPR007129//IPR011023//IPR012586//IPR013906//IPR018314//IPR021150//IPR021538//IPR023194//IPR023273//IPR027498//IPR027504//IPR031341//IPR032281//IPR035980//IPR045267//IPR047451//IPR047453//IPR047456//IPR047458//IPR047461//IPR047527//IPR048403,26
180,"Phosphatidate cytidylyltransferase//Cytochrome c oxidase, subunit Vb//WWE domain//DNA-directed RNA polymerase, subunit 2, hybrid-binding domain//RNA polymerase, beta subunit, conserved site//RNA polymerase Rpb2, domain 7//RNA polymerase Rpb2, domain 2//RNA polymerase, beta subunit, protrusion//RNA polymerase Rpb2, domain 3//RNA polymerase Rpb2, domain 4//RNA polymerase Rpb2, domain 5//RNA polymerase Rpb2, OB-fold//DNA-directed RNA polymerase, subunit 2//Sphingosine N-acyltransferase Lag1/Lac1-like//Phosphatidate cytidylyltransferase, eukaryota//ARMET, C-terminal//RBM4, RNA recognition motif 1//RBM4, RNA recognition motif 2//Cytochrome c oxidase, subunit Vb superfamily//DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily//RNA polymerase Rpb2, domain 2 superfamily//WWE domain superfamily//ZAP, zinc finger//ZAP, helix turn helix N-terminal domain//ARMET, N-terminal//ARMET-like",IPR000374//IPR002124//IPR004170//IPR007120//IPR007121//IPR007641//IPR007642//IPR007644//IPR007645//IPR007646//IPR007647//IPR014724//IPR015712//IPR016439//IPR016720//IPR019345//IPR034897//IPR034898//IPR036972//IPR037033//IPR037034//IPR037197//IPR040954//IPR041360//IPR045332//IPR045333,26
181,"G3BP1, RNA recognition motif//Ras GTPase-activating protein-binding protein//Nuclear transport factor 2 domain//Nuclear transport factor 2, eukaryote//Lysophosphatidylcholine acyltransferase LPCAT1-like",IPR034374//IPR039539//IPR002075//IPR018222//IPR045252,5
182,"Aminotransferase, class-II, pyridoxal-phosphate binding site//Nucleolar and spindle-associated protein 1//YLP motif-containing protein 1//Ulp1 protease family, C-terminal catalytic domain//Sentrin-specific protease 3/5, conserved domain//Aminotransferase, class I/classII",IPR001917//IPR026756//IPR026314//IPR003653//IPR045577//IPR004839,6
183,"BTB/POZ domain//Surfeit locus 1/Shy1//Cadherin, N-terminal//PUL domain//PLAA family ubiquitin binding domain//Cytochrome c oxidase subunit VIIa-related, mitochondrial//Golgin subfamily A//Cadherin, C-terminal catenin-binding domain//Cadherin, cytoplasmic C-terminal domain//26S Proteasome non-ATPase regulatory subunit 7/8//Thioredoxin-related transmembrane protein 2, thioredoxin domain//PFU domain superfamily//Thioredoxin-related transmembrane protein 2//Glycogen synthase kinase 3, catalytic domain//C2 domain-containing protein 2-like//Synaptotagmin-like, mitochondrial and lipid-binding domain//Golgin subfamily A member 2, C-terminal binding motif//Golgin subfamily A, conserved domain",IPR000210//IPR002994//IPR013164//IPR013535//IPR015155//IPR017267//IPR024858//IPR031904//IPR032455//IPR033858//IPR037463//IPR038122//IPR039101//IPR039192//IPR039934//IPR040885//IPR043937//IPR043976,18
184,"DAPIN domain//HIN-200/IF120x//HIN-200 family//CD80-like, immunoglobulin C2-set//Death-like domain superfamily",IPR004020//IPR004021//IPR040205//IPR013162//IPR011029,5
185,Plakophilin/Delta catenin,IPR028435,1
186,"AGC-kinase, C-terminal//Protein kinase C, alpha/beta/gamma types//Protein kinase, C-terminal//Diacylglycerol/phorbol-ester binding//Classical Protein Kinase C alpha, catalytic domain//CTLH, C-terminal LisH motif//WD40 repeat-containing protein SMU1//EFR3-like, armadillo repeat//Palmitoyltransferase, DHHC domain//Cytochrome b-c1 complex subunit 8//Cytochrome b-c1 complex subunit 8 superfamily",IPR000961//IPR014375//IPR017892//IPR020454//IPR034663//IPR006595//IPR045184//IPR049152//IPR001594//IPR004205//IPR036642,11
187,"Malectin domain//Malectin//TOG domain//HEAT, type 2",IPR021720//IPR039155//IPR034085//IPR021133,4
188,"GYF domain//Exocyst complex component Sec8, N-terminal//Distal membrane-arm assembly complex protein 1-like domain//Exocyst complex component Sec8/EXOC4//Exocyst complex component Sec8, middle helical bundle//PDZ domain-containing protein 8//PDZ domain 6//Profilin1/2/3, vertebrate//Profilin, eukaryotic type//Profilin conserved site//GYF-like domain superfamily//Profilin superfamily//Profilin//Nuclear hormone receptor, ligand-binding domain//Zinc finger, nuclear hormone receptor-type//Nuclear hormone receptor//Zinc finger, NHR/GATA-type//Nuclear hormone receptor-like domain superfamily",IPR003169//IPR007191//IPR028036//IPR039682//IPR048630//IPR039275//IPR041489//IPR005454//IPR005455//IPR027310//IPR035445//IPR036140//IPR048278//IPR000536//IPR001628//IPR001723//IPR013088//IPR035500,18
189,"Aspartate/other aminotransferase//Aminotransferases, class-I, pyridoxal-phosphate-binding site//Complex 1 LYR protein domain//Nucleoporin Nup54/Nup57/Nup44//Nucleoporin Nup54, alpha-helical domain//Recoverin family//NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9//Nup54, C-terminal interacting domain//NDUFB9, LYR domain",IPR000796//IPR004838//IPR008011//IPR024864//IPR025712//IPR028846//IPR033034//IPR040985//IPR045292,9
19,"NADH-quinone oxidoreductase, chain I//SOUL haem-binding protein//Peroxin-3//CS domain//Fyv7/TAP26//Nuclear polyadenylated RNA-binding protein Nab2/ZC3H14//Co-chaperone protein p23-like//Thrombospondin-like, N-terminal domain//HSP20-like chaperone//BAT2, N-terminal//Regulatory factor, effector binding domain superfamily//Protein PRRC2",IPR010226//IPR006917//IPR006966//IPR007052//IPR013730//IPR040366//IPR045250//IPR048287//IPR008978//IPR009738//IPR011256//IPR033184,12
190,"Emopamil-binding protein//EXPERA domain//FAM20, C-terminal//FAM20",IPR007905//IPR033118//IPR009581//IPR024869,4
191,"Lysyl oxidase//P-type ATPase, subfamily IV//Lysyl oxidase, conserved site//ALG11 mannosyltransferase, N-terminal//P-type ATPase, C-terminal//P-type ATPase, N-terminal//ALG11 mannosyltransferase//Glycosyl transferase, family 1",IPR001695//IPR006539//IPR019828//IPR031814//IPR032630//IPR032631//IPR038013//IPR001296,8
192,"Glutathione peroxidase//Phenylalanyl-tRNA synthetase, class IIc, alpha subunit//Glutathione peroxidase Gpx7, putative//Zinc finger, C3HC4 RING-type//PML-like, coiled-coil//Glutathione peroxidase conserved site//PheRS DNA binding domain 2//PheRS, DNA binding domain 1//PheRS, DNA binding domain 3//TRIM45/56/19//SPRY domain-containing protein 7//G-protein, gamma subunit//Phenylalanyl-tRNA synthetase//G-protein gamma-like domain//G-protein gamma-like domain superfamily",IPR000889//IPR004529//IPR013376//IPR018957//IPR021978//IPR029760//IPR040586//IPR040724//IPR040725//IPR047153//IPR035766//IPR001770//IPR002319//IPR015898//IPR036284,15
193,"SWIRM domain//SMARCC, SWIRM-associated domain//SMARCC, N-terminal//SMARCC, C-terminal//MarR-like, BRCT and chromo domains module//Chromo/chromo shadow domain//SANT domain//SANT/Myb domain//BRCT domain superfamily//Winged helix-like DNA-binding domain superfamily//Homeobox-like domain superfamily//Peptidase M14, carboxypeptidase A//Collagen IV, non-collagenous//Fumarate reductase/succinate dehydrogenase, FAD-binding site//FAD-dependent oxidoreductase 2, FAD binding domain//Succinate dehydrogenase, flavoprotein subunit//Sec39 domain//Succinate dehydrogenase/fumarate reductase, flavoprotein subunit//DJBP, EF-hand domain//Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal//Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily//Neuroblastoma-amplified sequence, N-terminal//CEP170, C-terminal//FAD-dependent oxidoreductase SdhA/FrdA/AprA//Carboxypeptidase D, carboxypeptidase-like domain 3//RNA-binding protein Musashi homologue, RNA recognition motif 2//Carboxypeptidase D, carboxypeptidase-like domain 2//Collagen IV, non-collagenous domain superfamily//Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain superfamily//Remodelling complex subunit Rsc/polybromo//Protein polybromo-1, Bromodomain 5//Delta(24)-sterol reductase//Brr2, N-terminal helicase PWI domain//Pre-mRNA-splicing helicase BRR2-like, plug domain",IPR007526//IPR032448//IPR032450//IPR032451//IPR049898//IPR000953//IPR017884//IPR001005//IPR036420//IPR036388//IPR009057//IPR000834//IPR001442//IPR003952//IPR003953//IPR011281//IPR013244//IPR014006//IPR015070//IPR015939//IPR027477//IPR029145//IPR029300//IPR030664//IPR033848//IPR034126//IPR034224//IPR036954//IPR037099//IPR037382//IPR037968//IPR040165//IPR041094//IPR048863,34
194,"Nucleolar complex-associated protein 3, N-terminal//Nucleolar complex-associated protein 3//RNA-binding protein 5, RNA recognition motif 1//RNA-binding protein 5, RNA recognition motif 2//OCRE domain//CCAAT-binding factor//G-patch domain//Sterile alpha motif domain",IPR011501//IPR016903//IPR034991//IPR034993//IPR041591//IPR005612//IPR000467//IPR001660,8
195,"Protein kinase domain//Protein kinase-like domain superfamily//AGC-kinase, C-terminal//PPAK motif//Protein kinase C, alpha/beta/gamma types//Titin, Z repeat//Protein kinase, C-terminal//Diacylglycerol/phorbol-ester binding//Ribosome assembly factor Mrt4//Classical Protein Kinase C alpha, catalytic domain//MyBP-C, tri-helix bundle domain//Large ribosomal subunit protein uL10//Large ribosomal subunit protein uL10-like, insertion domain//Large ribosomal subunit protein uL10-like domain superfamily//Large ribosomal subunit protein uL10-like, insertion domain superfamily//Protein kinase C-like, phorbol ester/diacylglycerol-binding domain//C1-like domain superfamily",IPR000719//IPR011009//IPR000961//IPR004168//IPR014375//IPR015129//IPR017892//IPR020454//IPR033867//IPR034663//IPR040849//IPR001790//IPR040637//IPR043141//IPR043164//IPR002219//IPR046349,17
196,"SNAP-25 domain//Cro/C1-type helix-turn-helix domain//GH3 family//Glyceraldehyde-3-phosphate dehydrogenase, type I//RNase L inhibitor RLI-like, possible metal-binding domain//RNA-recognition motif (RRM) Nup35-type domain//RLI1//Multiprotein bridging factor 1, N-terminal//Nucleoporin, NUP53//Golgin subfamily A member 5//Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain//Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain//Glyceraldehyde 3-phosphate dehydrogenase, active site//Glyceraldehyde/Erythrose phosphate dehydrogenase family//RLI, domain 1//SKICH domain",IPR000928//IPR001387//IPR004993//IPR006424//IPR007209//IPR007846//IPR013283//IPR013729//IPR017389//IPR019177//IPR020828//IPR020829//IPR020830//IPR020831//IPR034348//IPR041611,16
198,"Dimeric alpha-beta barrel//NIPSNAP//Lens epithelium-derived growth factor, integrase-binding domain//HIV integrase-binding domain superfamily//TFIIS/LEDGF domain superfamily//PWWP domain",IPR011008//IPR012577//IPR021567//IPR036218//IPR035441//IPR000313,6
199,"Annexin//Annexin repeat, conserved site//Annexin repeat//Annexin superfamily//Annexin A2//Heat shock protein 70kD, peptide-binding domain superfamily//Heat shock protein 70kD, C-terminal domain superfamily//Heat shock protein 70 family//Heat shock protein 70, conserved site",IPR001464//IPR018252//IPR018502//IPR037104//IPR002389//IPR029047//IPR029048//IPR013126//IPR018181,9
2,"Peptidase T1A, proteasome beta-subunit//Holocytochrome c/c1 synthase//Protein O-mannosyl-transferase TMTC, DUF1736//Proteasome beta-type subunit, conserved site//Proteasome B-type subunit//Zinc finger, CCCH-type superfamily",IPR000243//IPR000511//IPR013618//IPR016050//IPR023333//IPR036855,6
20,"Hyaluronan/mRNA-binding protein//Intracellular hyaluronan-binding protein 4, N-terminal domain//RNA binding protein HABP4/SERBP1-like//Transmembrane protein 181//TAR DNA-binding protein 43, N-terminal//TAR DNA-binding protein 43, C-terminal//H/ACA ribonucleoprotein complex, subunit Nhp2-like//Torsin-1A-interacting protein 1/2//Adenylate kinase 3/4, mitochondrial//Adenylate kinase, active site lid domain superfamily//LAP1C-like, C-terminal domain superfamily//Torsin-1A-interacting protein 1/2, AAA+ activator domain//Torsin-1A-interacting protein 1/2, N-terminal//Wntless-like, transmembrane domain//Nuclear hormone receptor, ligand-binding domain//Zinc finger, nuclear hormone receptor-type//Nuclear hormone receptor//Zinc finger, NHR/GATA-type//Nuclear hormone receptor-like domain superfamily//Adenylate kinase/UMP-CMP kinase//Adenylate kinase subfamily//Adenylate kinase, active site lid domain//Adenylate kinase, conserved site",IPR006861//IPR032381//IPR039764//IPR040416//IPR041105//IPR049124//IPR002415//IPR008662//IPR028586//IPR036193//IPR038599//IPR046753//IPR046754//IPR047843//IPR000536//IPR001628//IPR001723//IPR013088//IPR035500//IPR000850//IPR006259//IPR007862//IPR033690,23
200,"3-beta hydroxysteroid dehydrogenase/isomerase//Actin-crosslinking//Protein FRG1//Apoptosis-antagonizing transcription factor, C-terminal//Rad60/SUMO-like domain//AATF leucine zipper-containing domain//Cleavage stimulation factor subunit 2, hinge domain//Transcription termination and cleavage factor, C-terminal domain//Transcription termination and cleavage factor, C-terminal domain superfamily//FAM3 family//Protein AATF/Bfr2//FAM3C (ILEI) domain//Small ubiquitin-related modifier 1, Ubl domain//GUCT//ILEI/PANDER domain",IPR002225//IPR008999//IPR010414//IPR012617//IPR022617//IPR025160//IPR025742//IPR026896//IPR038192//IPR039220//IPR039223//IPR039475//IPR046332//IPR012562//IPR039477,15
201,"LETM1-like, ribosome-binding domain//LETM1/MDM38-like",IPR033122//IPR044202,2
202,"Myosin head, motor domain//IQ motif, EF-hand binding site//Kinesin motor domain superfamily//Spectrin/alpha-actinin//Class I myosin tail homology domain//Class I myosin, motor domain//Calponin homology domain//CH domain superfamily//Spectrin repeat//Zinc finger, LIM-type",IPR001609//IPR000048//IPR036961//IPR018159//IPR010926//IPR036072//IPR001715//IPR036872//IPR002017//IPR001781,10
203,"Intermediate filament head, DNA-binding domain//Intermediate filament protein, conserved site//Intermediate filament, rod domain//Plectin/eS10, N-terminal//Plectin-like, spectrin-like repeat//Plectin repeat//Plakin repeat superfamily//Desmoplakin, spectrin-like domain//Desmoplakin, SH3 domain//Plakin",IPR006821//IPR018039//IPR039008//IPR005326//IPR049538//IPR001101//IPR035915//IPR041573//IPR041615//IPR043197,10
204,"Myosin head, motor domain//IQ motif, EF-hand binding site//Kinesin motor domain superfamily//Class I myosin tail homology domain//Class I myosin, motor domain//RGS domain superfamily//Myosin tail//Myosin S1 fragment, N-terminal",IPR001609//IPR000048//IPR036961//IPR010926//IPR036072//IPR036305//IPR002928//IPR008989,8
205,"Double-stranded RNA-binding domain//Nascent polypeptide-associated complex NAC domain//Perilipin//DNA repair protein Rad50, eukaryotes//RAD50, zinc hook//Glutaminase//Nascent polypeptide-associated complex subunit alpha-like//Large ribosomal subunit protein uL11, conserved site//Actin-filament associated protein//Palladin, C-terminal immunoglobulin-like domain//NAC A/B domain superfamily//Rad50/SbcC-type AAA domain//Glutaminase, EF-hand domain//Structural maintenance of chromosomes 3, ABC domain, eukaryotic//Nascent polypeptide-associated complex subunit alpha-like, UBA domain//EIF2AK2, first double-stranded RNA binding domain//EIF2AK2, second double-stranded RNA binding domain//Staufen 2, second double-stranded RNA binding domain//Staufen 2, third double-stranded RNA binding domain//Staufen 2, fourth double-stranded RNA binding domain",IPR014720//IPR002715//IPR004279//IPR004584//IPR013134//IPR015868//IPR016641//IPR020785//IPR030113//IPR033017//IPR038187//IPR038729//IPR041541//IPR041741//IPR044034//IPR044452//IPR044453//IPR044464//IPR044473//IPR044474,20
206,"Helix-hairpin-helix motif//Cytosolic fatty-acid binding//Lipocalin/cytosolic fatty-acid binding domain//HhH-GPD domain//Endonuclease III-like, iron-sulphur cluster loop motif//Endonuclease III-like, conserved site-2//Antigen peptide transporter 2//Pre-mRNA polyadenylation factor Fip1 domain//DNA glycosylase//Calycin//Ferric reductase transmembrane component-like domain//Helix-hairpin-helix, base-excision DNA repair, C-terminal//Reticulocalbin-1//LAMTOR1/MEH1//TERF1-interacting nuclear factor 2, N-terminal domain//Endonuclease III-like protein 1//Intracellular lipid binding protein//TERF1-interacting nuclear factor 2//UBAC2, UBA domain//3-keto-steroid reductase",IPR000445//IPR000463//IPR000566//IPR003265//IPR003651//IPR004036//IPR005293//IPR007854//IPR011257//IPR012674//IPR013130//IPR023170//IPR027241//IPR028209//IPR029400//IPR030841//IPR031259//IPR039098//IPR041928//IPR042829,20
207,"Aconitase A/isopropylmalate dehydratase small subunit, swivel domain//Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain//CRAL-TRIO lipid binding domain//Aconitase, mitochondrial-like//ER membrane protein complex subunit 3//Sphingolipid delta4-desaturase//Sphingolipid delta4-desaturase, N-terminal//Aconitase/3-isopropylmalate dehydratase, swivel//Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3//Aconitase, domain 2//Carbohydrate sulfotransferase 8-10//Aconitase family, 4Fe-4S cluster binding site//Homeobox protein SIX1, N-terminal SD domain//Aconitase, iron-sulfur domain//CRAL-TRIO lipid binding domain superfamily//Ras GTPase-activating protein//Torsin-1A-interacting protein 1/2//LAP1C-like, C-terminal domain superfamily//Torsin-1A-interacting protein 1/2, AAA+ activator domain//Torsin-1A-interacting protein 1/2, N-terminal//Integral membrane protein EMC3/TMCO1-like//Sulfotransferase//Dynein heavy chain, tail//Glucosidase II beta subunit, N-terminal//Glucosidase 2 subunit beta-like//Glucosidase II beta subunit-like//Regulator of microtubule dynamics protein 1-3, alpha helical repeats",IPR000573//IPR001030//IPR001251//IPR006248//IPR008568//IPR011388//IPR013866//IPR015928//IPR015931//IPR015932//IPR018011//IPR018136//IPR031701//IPR036008//IPR036865//IPR039360//IPR008662//IPR038599//IPR046753//IPR046754//IPR002809//IPR005331//IPR013594//IPR028146//IPR036607//IPR039794//IPR049039,27
208,"CRIB domain//SNU66/SART1 family//Cdc42 effector-like//HIND motif//Calcium uptake protein 1/2/3//Cold-shock protein, DNA-binding//Cold shock domain//Cold-shock (CSD) domain",IPR000095//IPR005011//IPR029273//IPR045347//IPR039800//IPR002059//IPR011129//IPR019844,8
209,"Presenilin/signal peptide peptidase//Peptidase A22B, signal peptide peptidase//Chloride channel CLIC-like//FDF domain//Lsm14-like, N-terminal//FFD box//DFDF domain//TFG box//Taxilin family//CELF1/2, RNA recognition motif 1//CELF1/2, RNA recognition motif 2//CELF1/2, RNA recognition motif 3//Raly, RNA recognition motif//ZZ-type zinc finger-containing protein 3//ZZZ3, zinc finger, ZZ-type",IPR006639//IPR007369//IPR009231//IPR019050//IPR025609//IPR025761//IPR025762//IPR025768//IPR026183//IPR034196//IPR034198//IPR034199//IPR034502//IPR037830//IPR041981,15
21,Isoprenylcysteine carboxyl methyltransferase//Protein-S-isoprenylcysteine O-methyltransferase//Nucleobindin,IPR007269//IPR025770//IPR040250,3
210,"Thioredoxin, conserved site//AAA+ ATPase domain//Cysteine-rich secretory protein-related//Lon protease, N-terminal domain//Lon protease, bacterial/eukaryotic-type//GTP1/OBG domain//Peptidase S16, active site//Peptidase S16, Lon proteolytic domain//CAP domain//GTP-binding protein Obg/CgtA//Allergen V5/Tpx-1-related, conserved site//Small ribosomal subunit protein mS35, mitochondrial, conserved domain//Protein arginine N-methyltransferase//Lon protease//Lon protease homologue, chloroplastic/mitochondrial//Ubiquitin-specific peptidase 24, UBA domain//Golgi-associated plant pathogenesis-related protein 1, SCP domain//CAP superfamily//GTP1/OBG domain superfamily//Small ribosomal subunit protein mS35, mitochondrial//E3 ligase, CCCH-type zinc finger//Methyltransferase domain 25//PRKRA, first double-stranded RNA binding domain//PRKRA, second double-stranded RNA binding domain//PRKRA, third double-stranded RNA binding domain//OBG-type GTPase//Lon protease, N-terminal domain superfamily//Ubiquitin-specific peptidase 24, ubiquitin-like domain//Far upstream element-binding protein 1, first type I KH domain//Far upstream element-binding protein 1, second type I KH domain//Far upstream element-binding protein 1, third type I KH domain//Far upstream element-binding protein 1, fourth type I KH domain//26S proteasome regulatory subunit 7-like, OB domain//Thioredoxin domain",IPR017937//IPR003593//IPR001283//IPR003111//IPR004815//IPR006169//IPR008268//IPR008269//IPR014044//IPR014100//IPR018244//IPR019349//IPR025799//IPR027065//IPR027503//IPR033382//IPR034113//IPR035940//IPR036726//IPR039848//IPR041367//IPR041698//IPR044465//IPR044466//IPR044467//IPR045086//IPR046336//IPR047061//IPR048249//IPR048250//IPR048251//IPR048252//IPR048723//IPR013766,34
211,"Lanthionine synthetase C-like//LanC-like protein, eukaryotic//Chaperone DnaJ, C-terminal//HSP40/DnaJ peptide-binding//Cytochrome b5, heme-binding site//Six-hairpin glycosidase-like superfamily",IPR007822//IPR020464//IPR002939//IPR008971//IPR018506//IPR012341,6
212,"Signal recognition particle SRP9//Get1 family//Helix hairpin bin domain superfamily//SRP9 domain//Signal recognition particle SRP9-like//Signal recognition particle, SRP9/SRP14 subunit",IPR008832//IPR028945//IPR029012//IPR039432//IPR039914//IPR009018,6
213,"Sodium/solute symporter//Ubiquitin system component CUE//CDP-diacylglycerol-inositol 3-phosphatidyltransferase, eukaryote//Sodium/solute symporter, conserved site//IGF2BP2, RNA recognition motif 1//Sodium/glucose symporter superfamily//Sodium/myo-inositol cotransporter SMIT//Myeloid-associated differentiation marker-like//AUP1, CUE domain",IPR001734//IPR003892//IPR014387//IPR018212//IPR034843//IPR038377//IPR042731//IPR047123//IPR048056,9
214,"DAN//NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7//Gremlin-1/2//TB domain//EGF domain//Cystine-knot cytokine//TGF-beta binding (TB) domain superfamily//Fibrillin 1, unique N-terminal domain//Fibrillin, first EGF domain//Ribosome assembly factor Mrt4//Large ribosomal subunit protein uL10//Large ribosomal subunit protein uL10-like, insertion domain//Large ribosomal subunit protein uL10-like domain superfamily//Large ribosomal subunit protein uL10-like, insertion domain superfamily//Mitochondrial fission regulator 1//Cystine knot, C-terminal//EGF-like, conserved site",IPR004133//IPR009947//IPR017159//IPR017878//IPR024731//IPR029034//IPR036773//IPR040872//IPR049388//IPR033867//IPR001790//IPR040637//IPR043141//IPR043164//IPR007972//IPR006207//IPR013032,17
215,"Domain of unknown function DUF4174//RGS domain superfamily//Tropomyosin//Endoplasmic reticulum vesicle transporter, C-terminal//Endoplasmic reticulum vesicle transporter, N-terminal//Endoplasmic reticulum vesicle transporter//DNA repair protein XRCC4-like, C-terminal//G-protein alpha subunit, group I",IPR025232//IPR036305//IPR000533//IPR012936//IPR039542//IPR045888//IPR014751//IPR001408,8
216,"TAF15/EWS/TLS family//Zinc finger, RanBP2-type//Zinc finger, RanBP2-type superfamily//Iron-sulfur cluster carrier protein-like, conserved site//Small nuclear ribonucleoprotein Prp3, C-terminal domain//Large ribosomal subunit protein uL29m, mitochondrial//Acetyl-coenzyme A carboxyltransferase, N-terminal//Acetyl-coenzyme A carboxyltransferase, C-terminal//Pre-mRNA-splicing factor 3 domain//Mrp/NBP35 ATP-binding protein//Cytochrome c oxidase assembly protein COX16//U4/U6 small nuclear ribonucleoprotein Prp3//Prolow-density lipoprotein receptor-related protein 1-like, beta-propeller domain//Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35//Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta//CPSF7, RNA recognition motif//MRP-L47 superfamily, mitochondrial//Small ribosomal subunit protein uS10m//Iron-sulfur protein NUBPL-like//Methylcrotonoyl-CoA carboxylase beta chain MCCB/AccD1-like",IPR034870//IPR001876//IPR036443//IPR000808//IPR010541//IPR010729//IPR011762//IPR011763//IPR013881//IPR019591//IPR020164//IPR027104//IPR032485//IPR033756//IPR034733//IPR034773//IPR038340//IPR040055//IPR044304//IPR045190,20
217,Sec13/Seh1 family//EH domain//Complement Clr-like EGF domain,IPR037363//IPR000261//IPR026823,3
218,"RING finger protein RNF121/RNF175//NADH:ubiquinone oxidoreductase, ESSS subunit//hnRNPAB, RNA recognition motif 1//SAC domain//Haem oxygenase//Haem oxygenase-like//Haem oxygenase-like, multi-helical//Haem oxygenase conserved site//Rab3",IPR040176//IPR019329//IPR034846//IPR002013//IPR002051//IPR016053//IPR016084//IPR018207//IPR037872,9
219,BNIP3//Epoxide hydrolase//GOLM1/CASC4 family//Epoxide hydrolase-like//Alpha/beta hydrolase fold-1,IPR010548//IPR016292//IPR026139//IPR000639//IPR000073,5
