Interpro ID,group,proteins,p_value,odds_ratio,domain_in_group,total_domain,protein_in_group,total_protein,domain
IPR014978,153,SMARCA4,0.005417607223476299,inf,1,1,12,2215,"Glutamine-Leucine-Glutamine, QLQ"
IPR016103,153,MICAL2,0.005417607223476299,inf,1,1,12,2215,ProQ/FinO domain
IPR022735,153,MICAL2,0.005417607223476299,inf,1,1,12,2215,bMERB domain
IPR026258,153,SRP68,0.005417607223476299,inf,1,1,12,2215,Signal recognition particle subunit SRP68
IPR027251,153,DGAT1,0.005417607223476299,inf,1,1,12,2215,Diacylglycerol O-acyltransferase 1
IPR029033,153,PGAM5,0.005417607223476299,inf,1,1,12,2215,Histidine phosphatase superfamily
IPR029295,153,SMARCA4,0.005417607223476299,inf,1,1,12,2215,"Snf2, ATP coupling domain"
IPR030100,153,SMARCA4,0.005417607223476299,inf,1,1,12,2215,"SWI/SNF complex subunit BRG1, ATP-binding"
IPR034158,153,SF3B4,0.005417607223476299,inf,1,1,12,2215,"SF3B4, RNA recognition motif 1"
IPR034159,153,SF3B4,0.005417607223476299,inf,1,1,12,2215,"SF3B4, RNA recognition motif 2"
IPR034652,153,SRP68,0.005417607223476299,inf,1,1,12,2215,"Signal recognition particle subunit SRP68, RNA-binding domain"
IPR038253,153,SRP68,0.005417607223476299,inf,1,1,12,2215,"SRP68, N-terminal domain superfamily"
IPR039005,153,CSPG4,0.005417607223476299,inf,1,1,12,2215,CSPG repeat
IPR041824,153,RAB9A,0.005417607223476299,inf,1,1,12,2215,Rab9
IPR044756,153,DHX15,0.005417607223476299,inf,1,1,12,2215,"DHX15, DEXH-box helicase domain"
IPR047290,153,SYNE1,0.005417607223476299,inf,1,1,12,2215,"Nesprin-1-like, first calponin homology domain"
IPR047291,153,SYNE1,0.005417607223476299,inf,1,1,12,2215,"Nesprin-1-like, second calponin homology domain"
IPR027534,234,RPLP1;RPLP2,0.00542112122849881,45.06382978723404,2,3,96,2215,Large ribosomal subunit protein P1/P2
IPR038716,234,RPLP1;RPLP2,0.00542112122849881,45.06382978723404,2,3,96,2215,"Large ribosomal subunit protein P1/P2, N-terminal domain"
IPR000008,138,MYOF;ESYT1,0.005535752684071569,22.29591836734694,2,16,16,2215,C2 domain
IPR001285,12,SYPL1,0.005869074492099322,inf,1,1,13,2215,Synaptophysin/synaptoporin
IPR001991,12,SLC1A5,0.005869074492099322,inf,1,1,13,2215,Sodium:dicarboxylate symporter
IPR018107,12,SLC1A5,0.005869074492099322,inf,1,1,13,2215,"Sodium:dicarboxylate symporter, conserved site"
IPR036458,12,SLC1A5,0.005869074492099322,inf,1,1,13,2215,Sodium:dicarboxylate symporter superfamily
IPR001104,7,TECR,0.005869074492099322,inf,1,1,13,2215,"3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal"
IPR003172,7,NPC2,0.005869074492099322,inf,1,1,13,2215,MD-2-related lipid-recognition domain
IPR010491,7,PRPF6,0.005869074492099322,inf,1,1,13,2215,"PRP1 splicing factor, N-terminal"
IPR015827,7,FUT8,0.005869074492099322,inf,1,1,13,2215,"Alpha-(1,6)-fucosyltransferase"
IPR018305,7,MRPL50,0.005869074492099322,inf,1,1,13,2215,Large ribosomal subunit protein mL50
IPR019397,7,TMEM39B,0.005869074492099322,inf,1,1,13,2215,Uncharacterised protein family TMEM39
IPR027350,7,FUT8,0.005869074492099322,inf,1,1,13,2215,Glycosyltransferase family 23 (GT23) domain
IPR027524,7,EIF3H,0.005869074492099322,inf,1,1,13,2215,Eukaryotic translation initiation factor 3 subunit H
IPR033916,7,NPC2,0.005869074492099322,inf,1,1,13,2215,"Npc2 like, ML domain"
IPR035653,7,FUT8,0.005869074492099322,inf,1,1,13,2215,"Alpha-(1,6)-fucosyltransferase, SH3 domain"
IPR039357,7,TECR,0.005869074492099322,inf,1,1,13,2215,3-oxo-5-alpha-steroid 4-dehydrogenase/very-long-chain enoyl-CoA reductase
IPR039670,7,NPC2,0.005869074492099322,inf,1,1,13,2215,Sterol transport protein NPC2-like
IPR045075,7,PRPF6,0.005869074492099322,inf,1,1,13,2215,Pre-mRNA-splicing factor Syf1-like
IPR045573,7,FUT8,0.005869074492099322,inf,1,1,13,2215,"Alpha-(1,6)-fucosyltransferase, N- and catalytic domain"
IPR045810,7,EIF3H,0.005869074492099322,inf,1,1,13,2215,"eIF3h, C-terminal"
IPR049127,7,TECR,0.005869074492099322,inf,1,1,13,2215,"TECR-like, N-terminal domain"
IPR000684,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase II, heptapeptide repeat, eukaryotic"
IPR000722,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase, alpha subunit"
IPR002058,58,MTPAP,0.005869074492099322,inf,1,1,13,2215,PAP/25A-associated
IPR002833,58,PTRH2,0.005869074492099322,inf,1,1,13,2215,"Peptidyl-tRNA hydrolase, PTH2"
IPR003915,58,PKD2,0.005869074492099322,inf,1,1,13,2215,Polycystic kidney disease type 2 protein
IPR005755,58,RPL13A,0.005869074492099322,inf,1,1,13,2215,"Large ribosomal subunit protein uL13, eukaryotic/archaeal"
IPR006592,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase, N-terminal"
IPR007066,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 3"
IPR007073,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 7"
IPR007075,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 6"
IPR007080,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 1"
IPR007081,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 5"
IPR007083,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 4"
IPR013122,58,PKD2,0.005869074492099322,inf,1,1,13,2215,"Polycystin cation channel, PKD1/PKD2"
IPR023476,58,PTRH2,0.005869074492099322,inf,1,1,13,2215,Peptidyl-tRNA hydrolase II domain superfamily
IPR030457,58,ELOVL1,0.005869074492099322,inf,1,1,13,2215,"ELO family, conserved site"
IPR033681,58,ELOVL1,0.005869074492099322,inf,1,1,13,2215,Elongation of very long chain fatty acids protein 1
IPR035009,58,U2SURP,0.005869074492099322,inf,1,1,13,2215,"SR140, RNA recognition motif"
IPR038120,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, funnel domain superfamily"
IPR038593,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 7 superfamily"
IPR041252,58,MTPAP,0.005869074492099322,inf,1,1,13,2215,RL domain
IPR042102,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, domain 3 superfamily"
IPR042165,58,PTPMT1,0.005869074492099322,inf,1,1,13,2215,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1
IPR044596,58,PTPMT1,0.005869074492099322,inf,1,1,13,2215,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1-like
IPR044893,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb1, clamp domain superfamily"
IPR045867,58,POLR2A,0.005869074492099322,inf,1,1,13,2215,"DNA-directed RNA polymerase, subunit beta-prime"
IPR046791,58,PKD2,0.005869074492099322,inf,1,1,13,2215,Polycystin domain
IPR047488,58,U2SURP,0.005869074492099322,inf,1,1,13,2215,"U2-associated protein SR140, cwf21 domain"
IPR004541,124,TUFM,0.005869074492099322,inf,1,1,13,2215,"Translation elongation factor EFTu/EF1A, bacterial/organelle"
IPR015222,124,TAMM41,0.005869074492099322,inf,1,1,13,2215,"Phosphatidate cytidylyltransferase, mitochondrial"
IPR033720,124,TUFM,0.005869074492099322,inf,1,1,13,2215,"Elongation factor Tu, domain 2"
IPR037447,124,RPS10,0.005869074492099322,inf,1,1,13,2215,Small ribosomal subunit protein eS10
IPR041709,124,TUFM,0.005869074492099322,inf,1,1,13,2215,"Elongation factor Tu (EF-Tu), GTP-binding domain"
IPR004489,133,SDHB,0.005869074492099322,inf,1,1,13,2215,Succinate dehydrogenase/fumarate reductase iron-sulphur protein
IPR006058,133,SDHB,0.005869074492099322,inf,1,1,13,2215,"2Fe-2S ferredoxin, iron-sulphur binding site"
IPR009051,133,SDHB,0.005869074492099322,inf,1,1,13,2215,Alpha-helical ferredoxin
IPR013915,133,PRPF19,0.005869074492099322,inf,1,1,13,2215,Pre-mRNA-splicing factor 19
IPR025192,133,SDHB,0.005869074492099322,inf,1,1,13,2215,Succinate dehydogenase/fumarate reductase N-terminal
IPR026051,133,ALG1,0.005869074492099322,inf,1,1,13,2215,Chitobiosyldiphosphodolichol beta-mannosyltransferase ALG1-like
IPR037609,133,STIM1,0.005869074492099322,inf,1,1,13,2215,"Stromal interaction molecule 1, SAM domain"
IPR038959,133,PRPF19,0.005869074492099322,inf,1,1,13,2215,Pre-mRNA-processing factor 19
IPR001734,213,SLC5A3,0.005869074492099322,inf,1,1,13,2215,Sodium/solute symporter
IPR003892,213,AUP1,0.005869074492099322,inf,1,1,13,2215,Ubiquitin system component CUE
IPR014387,213,CDIPT,0.005869074492099322,inf,1,1,13,2215,"CDP-diacylglycerol-inositol 3-phosphatidyltransferase, eukaryote"
IPR018212,213,SLC5A3,0.005869074492099322,inf,1,1,13,2215,"Sodium/solute symporter, conserved site"
IPR034843,213,IGF2BP2,0.005869074492099322,inf,1,1,13,2215,"IGF2BP2, RNA recognition motif 1"
IPR038377,213,SLC5A3,0.005869074492099322,inf,1,1,13,2215,Sodium/glucose symporter superfamily
IPR042731,213,SLC5A3,0.005869074492099322,inf,1,1,13,2215,Sodium/myo-inositol cotransporter SMIT
IPR047123,213,MYADM,0.005869074492099322,inf,1,1,13,2215,Myeloid-associated differentiation marker-like
IPR048056,213,AUP1,0.005869074492099322,inf,1,1,13,2215,"AUP1, CUE domain"
IPR005304,88,EMG1,0.005869074492099322,inf,1,1,13,2215,"Ribosomal biogenesis, methyltransferase, EMG1/NEP1"
IPR024642,88,CSDE1,0.005869074492099322,inf,1,1,13,2215,SUZ-C domain
IPR029026,88,EMG1,0.005869074492099322,inf,1,1,13,2215,"tRNA (guanine-N1-)-methyltransferase, N-terminal"
IPR029028,88,EMG1,0.005869074492099322,inf,1,1,13,2215,Alpha/beta knot methyltransferases
IPR000630,109,RPS15A,0.005869074492099322,inf,1,1,13,2215,Small ribosomal subunit protein uS8
IPR000783,109,POLR2E,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase, subunit H/Rpb5 C-terminal"
IPR001073,109,COL8A1,0.005869074492099322,inf,1,1,13,2215,C1q domain
IPR005290,109,MRPS15,0.005869074492099322,inf,1,1,13,2215,"Small ribosomal subunit protein uS15, bacterial-type"
IPR005571,109,POLR2E,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase, Rpb5, N-terminal"
IPR008983,109,COL8A1,0.005869074492099322,inf,1,1,13,2215,Tumour necrosis factor-like domain superfamily
IPR012719,109,CCT3,0.005869074492099322,inf,1,1,13,2215,"T-complex protein 1, gamma subunit"
IPR014381,109,POLR2E,0.005869074492099322,inf,1,1,13,2215,DNA-directed RNA polymerase subunit Rpo5/Rpb5
IPR020608,109,POLR2E,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase, subunit H/Rpb5, conserved site"
IPR032552,109,ACIN1,0.005869074492099322,inf,1,1,13,2215,"Acin1, RNSP1-SAP18 binding (RSB) motif"
IPR034257,109,ACIN1,0.005869074492099322,inf,1,1,13,2215,"Acinus, RNA recognition motif"
IPR035913,109,POLR2E,0.005869074492099322,inf,1,1,13,2215,RPB5-like RNA polymerase subunit superfamily
IPR035987,109,RPS15A,0.005869074492099322,inf,1,1,13,2215,Small ribosomal subunit protein uS8 superfamily
IPR036710,109,POLR2E,0.005869074492099322,inf,1,1,13,2215,"RNA polymerase Rpb5, N-terminal domain superfamily"
IPR037874,109,CDC42,0.005869074492099322,inf,1,1,13,2215,Cdc42
IPR047863,109,RPS15A,0.005869074492099322,inf,1,1,13,2215,"Small ribosomal subunit protein uS8, conserved site"
IPR000760,82,IMPAD1,0.005869074492099322,inf,1,1,13,2215,Inositol monophosphatase-like
IPR020550,82,IMPAD1,0.005869074492099322,inf,1,1,13,2215,"Inositol monophosphatase, conserved site"
IPR037698,82,UQCC2,0.005869074492099322,inf,1,1,13,2215,Ubiquinol-cytochrome-c reductase complex assembly factor 2
IPR039054,82,INTS12,0.005869074492099322,inf,1,1,13,2215,"Int12, PHD finger"
IPR046827,82,UQCC2,0.005869074492099322,inf,1,1,13,2215,Complex III assembly factor UQCC2/CBP6
IPR001907,119,CLPP,0.005869074492099322,inf,1,1,13,2215,ATP-dependent Clp protease proteolytic subunit
IPR002036,119,YBEY,0.005869074492099322,inf,1,1,13,2215,Endoribonuclease YbeY
IPR002165,119,PLXNB2,0.005869074492099322,inf,1,1,13,2215,Plexin repeat
IPR002909,119,PLXNB2,0.005869074492099322,inf,1,1,13,2215,IPT domain
IPR013548,119,PLXNB2,0.005869074492099322,inf,1,1,13,2215,"Plexin, cytoplasmic RasGAP domain"
IPR018215,119,CLPP,0.005869074492099322,inf,1,1,13,2215,"ClpP, Ser active site"
IPR020549,119,YBEY,0.005869074492099322,inf,1,1,13,2215,"Endoribonuclease YbeY, conserved site"
IPR023091,119,YBEY,0.005869074492099322,inf,1,1,13,2215,"Metalloprotease catalytic domain superfamily, predicted"
IPR023562,119,CLPP,0.005869074492099322,inf,1,1,13,2215,Clp protease proteolytic subunit /Translocation-enhancing protein TepA
IPR026620,119,TMEM177,0.005869074492099322,inf,1,1,13,2215,Transmembrane protein 177
IPR031148,119,PLXNB2,0.005869074492099322,inf,1,1,13,2215,Plexin family
IPR033135,119,CLPP,0.005869074492099322,inf,1,1,13,2215,"ClpP, histidine active site"
IPR035558,119,SNX9,0.005869074492099322,inf,1,1,13,2215,"SNX9, SH3 domain"
IPR037425,119,SNX9,0.005869074492099322,inf,1,1,13,2215,"Sorting nexin-9, BAR domain"
IPR037426,119,SNX9,0.005869074492099322,inf,1,1,13,2215,"Sorting nexin-9, PX domain"
IPR038892,119,SMCHD1,0.005869074492099322,inf,1,1,13,2215,Structural maintenance of chromosomes flexible hinge domain-containing protein 1
IPR041019,119,PLXNB2,0.005869074492099322,inf,1,1,13,2215,"Plexin, TIG domain 1"
IPR045168,119,YTHDF2,0.005869074492099322,inf,1,1,13,2215,YTH domain containing protein
IPR046800,119,PLXNB2,0.005869074492099322,inf,1,1,13,2215,"Plexin, cytoplasmic RhoGTPase-binding domain"
IPR006639,209,HM13,0.005869074492099322,inf,1,1,13,2215,Presenilin/signal peptide peptidase
IPR007369,209,HM13,0.005869074492099322,inf,1,1,13,2215,"Peptidase A22B, signal peptide peptidase"
IPR009231,209,CLCC1,0.005869074492099322,inf,1,1,13,2215,Chloride channel CLIC-like
IPR019050,209,LSM14A,0.005869074492099322,inf,1,1,13,2215,FDF domain
IPR025609,209,LSM14A,0.005869074492099322,inf,1,1,13,2215,"Lsm14-like, N-terminal"
IPR025761,209,LSM14A,0.005869074492099322,inf,1,1,13,2215,FFD box
IPR025762,209,LSM14A,0.005869074492099322,inf,1,1,13,2215,DFDF domain
IPR025768,209,LSM14A,0.005869074492099322,inf,1,1,13,2215,TFG box
IPR026183,209,TXLNA,0.005869074492099322,inf,1,1,13,2215,Taxilin family
IPR034196,209,CELF1,0.005869074492099322,inf,1,1,13,2215,"CELF1/2, RNA recognition motif 1"
IPR034198,209,CELF1,0.005869074492099322,inf,1,1,13,2215,"CELF1/2, RNA recognition motif 2"
IPR034199,209,CELF1,0.005869074492099322,inf,1,1,13,2215,"CELF1/2, RNA recognition motif 3"
IPR034502,209,RALY,0.005869074492099322,inf,1,1,13,2215,"Raly, RNA recognition motif"
IPR037830,209,ZZZ3,0.005869074492099322,inf,1,1,13,2215,ZZ-type zinc finger-containing protein 3
IPR041981,209,ZZZ3,0.005869074492099322,inf,1,1,13,2215,"ZZZ3, zinc finger, ZZ-type"
IPR001525,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,C-5 cytosine methyltransferase
IPR002857,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,"Zinc finger, CXXC-type"
IPR004203,104,COX4I1,0.005869074492099322,inf,1,1,13,2215,Cytochrome c oxidase subunit IV family
IPR007740,104,MRPL49,0.005869074492099322,inf,1,1,13,2215,Large ribosomal subunit protein mL49
IPR010506,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,DMAP1-binding domain
IPR013288,104,COX4I1,0.005869074492099322,inf,1,1,13,2215,Cytochrome c oxidase subunit IV
IPR017198,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,DNA (cytosine-5)-methyltransferase 1-like
IPR017978,104,GPRC5C,0.005869074492099322,inf,1,1,13,2215,"GPCR family 3, C-terminal"
IPR018117,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,"DNA methylase, C-5 cytosine-specific, active site"
IPR022702,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,"DNA (cytosine-5)-methyltransferase 1, replication foci domain"
IPR025640,104,DNAJC13,0.005869074492099322,inf,1,1,13,2215,GYF domain 2
IPR026120,104,TMEM11,0.005869074492099322,inf,1,1,13,2215,Transmembrane protein 11
IPR031303,104,DNMT1,0.005869074492099322,inf,1,1,13,2215,"DNA methylase, C-5 cytosine-specific, conserved site"
IPR031444,104,KIAA0101,0.005869074492099322,inf,1,1,13,2215,"PCNA-associated factor, histone-like domain"
IPR036639,104,COX4I1,0.005869074492099322,inf,1,1,13,2215,Cytochrome c oxidase subunit IV superfamily
IPR040444,104,KIAA0101,0.005869074492099322,inf,1,1,13,2215,PCNA-associated factor
IPR044978,104,DNAJC13,0.005869074492099322,inf,1,1,13,2215,"DnaJ homologue subfamily C, GRV2/DNAJC13"
IPR045802,104,DNAJC13,0.005869074492099322,inf,1,1,13,2215,"DnaJ homologue subfamily C, GRV2/DNAJC13, N-terminal domain"
IPR000133,130,KDELR1,0.005869074492099322,inf,1,1,13,2215,ER lumen protein retaining receptor
IPR004125,130,SRP54,0.005869074492099322,inf,1,1,13,2215,"Signal recognition particle, SRP54 subunit, M-domain"
IPR006325,130,SRP54,0.005869074492099322,inf,1,1,13,2215,"Signal recognition particle, SRP54 subunit, eukaryotic"
IPR006785,130,PEX14,0.005869074492099322,inf,1,1,13,2215,"Peroxisome membrane anchor protein Pex14p, N-terminal"
IPR022941,130,SRP54,0.005869074492099322,inf,1,1,13,2215,"Signal recognition particle, SRP54 subunit"
IPR025655,130,PEX14,0.005869074492099322,inf,1,1,13,2215,Peroxisomal membrane protein 14
IPR036103,130,MYO5A,0.005869074492099322,inf,1,1,13,2215,"Class V myosin, motor domain"
IPR036891,130,SRP54,0.005869074492099322,inf,1,1,13,2215,"Signal recognition particle, SRP54 subunit, M-domain superfamily"
IPR037988,130,MYO5A,0.005869074492099322,inf,1,1,13,2215,"Myosin 5a, cargo-binding domain"
IPR004178,135,KCNN4,0.005869074492099322,inf,1,1,13,2215,Calmodulin-binding domain
IPR005148,135,RARS,0.005869074492099322,inf,1,1,13,2215,Arginyl tRNA synthetase N-terminal domain
IPR008610,135,EBNA1BP2,0.005869074492099322,inf,1,1,13,2215,Eukaryotic rRNA processing
IPR013099,135,KCNN4,0.005869074492099322,inf,1,1,13,2215,Potassium channel domain
IPR015449,135,KCNN4,0.005869074492099322,inf,1,1,13,2215,"Potassium channel, calcium-activated, SK"
IPR028320,135,PPP1R13L,0.005869074492099322,inf,1,1,13,2215,RelA-associated inhibitor
IPR036122,135,KCNN4,0.005869074492099322,inf,1,1,13,2215,"SK, calmodulin-binding domain superfamily"
IPR042722,135,PPP1R13L,0.005869074492099322,inf,1,1,13,2215,"RelA-associated inhibitor, SH3 domain"
IPR001374,228,YTHDC2,0.005869074492099322,inf,1,1,13,2215,R3H domain
IPR002439,228,SLC2A1,0.005869074492099322,inf,1,1,13,2215,"Glucose transporter, type 1 (GLUT1)"
IPR003347,228,PHF2,0.005869074492099322,inf,1,1,13,2215,JmjC domain
IPR003663,228,SLC2A1,0.005869074492099322,inf,1,1,13,2215,Sugar/inositol transporter
IPR005554,228,NOL6,0.005869074492099322,inf,1,1,13,2215,NOL6/Upt22
IPR011502,228,NUP85,0.005869074492099322,inf,1,1,13,2215,Nucleoporin Nup85-like
IPR016482,228,SEC61B,0.005869074492099322,inf,1,1,13,2215,Protein transport protein SecG/Sec61-beta/Sbh
IPR022011,228,RANBP2,0.005869074492099322,inf,1,1,13,2215,Nup358/RanBP2 E3 ligase domain
IPR025151,228,AHCTF1,0.005869074492099322,inf,1,1,13,2215,ELYS-like domain
IPR030671,228,SEC61B,0.005869074492099322,inf,1,1,13,2215,Protein transport Sec61-beta/Sbh
IPR032040,228,AHCTF1,0.005869074492099322,inf,1,1,13,2215,"ELYS, beta-propeller domain"
IPR034083,228,YTHDC2,0.005869074492099322,inf,1,1,13,2215,"DExH-box ATP-dependent RNA helicase, R3H domain"
IPR035082,228,NOL6,0.005869074492099322,inf,1,1,13,2215,Nrap protein domain 1
IPR035367,228,NOL6,0.005869074492099322,inf,1,1,13,2215,"Nrap protein, domain 2"
IPR035368,228,NOL6,0.005869074492099322,inf,1,1,13,2215,"Nrap protein, domain 3"
IPR035369,228,NOL6,0.005869074492099322,inf,1,1,13,2215,"Nrap protein, domain 4"
IPR035370,228,NOL6,0.005869074492099322,inf,1,1,13,2215,"Nrap protein, domain 5"
IPR035371,228,NOL6,0.005869074492099322,inf,1,1,13,2215,"Nrap protein, domain 6"
IPR036867,228,YTHDC2,0.005869074492099322,inf,1,1,13,2215,R3H domain superfamily
IPR037806,228,ARHGEF2,0.005869074492099322,inf,1,1,13,2215,"ARHGEF2, PH domain"
IPR041020,228,ARHGEF2,0.005869074492099322,inf,1,1,13,2215,"ARHGEF1-like, PH domain"
IPR041070,228,PHF2,0.005869074492099322,inf,1,1,13,2215,"Jumonji, helical domain"
IPR045263,228,SLC2A1,0.005869074492099322,inf,1,1,13,2215,Glucose transporter GLUT
IPR004037,238,RPL7A,0.006311977340992372,367.8333333333333,1,7,2,2215,"Large ribosomal subunit protein eL8-like, conserved site"
IPR004037,4,RPL7A,0.009455138732141516,183.83333333333334,1,7,3,2215,"Large ribosomal subunit protein eL8-like, conserved site"
IPR002937,49,PPOX,0.006311977340992372,367.8333333333333,1,2,7,2215,Amine oxidase
IPR001971,240,MRPS11,0.006311977340992372,367.8333333333333,1,7,2,2215,Small ribosomal subunit protein uS11
IPR002223,240,APLP2,0.006311977340992372,367.8333333333333,1,7,2,2215,Pancreatic trypsin inhibitor Kunitz domain
IPR002223,162,COL7A1,0.006311977340992372,367.8333333333333,1,7,2,2215,Pancreatic trypsin inhibitor Kunitz domain
IPR018102,240,MRPS11,0.006311977340992372,367.8333333333333,1,7,2,2215,"Small ribosomal subunit protein uS11, conserved site"
IPR020901,240,APLP2,0.006311977340992372,367.8333333333333,1,7,2,2215,"Proteinase inhibitor I2, Kunitz, conserved site"
IPR020901,162,COL7A1,0.006311977340992372,367.8333333333333,1,7,2,2215,"Proteinase inhibitor I2, Kunitz, conserved site"
IPR036880,240,APLP2,0.006311977340992372,367.8333333333333,1,7,2,2215,Pancreatic trypsin inhibitor Kunitz domain superfamily
IPR036880,162,COL7A1,0.006311977340992372,367.8333333333333,1,7,2,2215,Pancreatic trypsin inhibitor Kunitz domain superfamily
IPR003603,14,ANP32B,0.006311977340992372,367.8333333333333,1,2,7,2215,"U2A'/phosphoprotein 32 family A, C-terminal"
IPR013785,14,DERA,0.006311977340992372,367.8333333333333,1,2,7,2215,Aldolase-type TIM barrel
IPR026752,14,PTRF,0.006311977340992372,367.8333333333333,1,2,7,2215,Cavin family
IPR002415,20,NHP2,0.006311977340992372,367.8333333333333,1,2,7,2215,"H/ACA ribonucleoprotein complex, subunit Nhp2-like"
IPR008662,20,TOR1AIP2,0.006311977340992372,367.8333333333333,1,2,7,2215,Torsin-1A-interacting protein 1/2
IPR008662,207,TOR1AIP1,0.009909849286604228,220.3,1,2,11,2215,Torsin-1A-interacting protein 1/2
IPR028586,20,AK3,0.006311977340992372,367.8333333333333,1,2,7,2215,"Adenylate kinase 3/4, mitochondrial"
IPR036193,20,AK3,0.006311977340992372,367.8333333333333,1,2,7,2215,"Adenylate kinase, active site lid domain superfamily"
IPR038599,20,TOR1AIP2,0.006311977340992372,367.8333333333333,1,2,7,2215,"LAP1C-like, C-terminal domain superfamily"
IPR038599,207,TOR1AIP1,0.009909849286604228,220.3,1,2,11,2215,"LAP1C-like, C-terminal domain superfamily"
IPR046753,20,TOR1AIP2,0.006311977340992372,367.8333333333333,1,2,7,2215,"Torsin-1A-interacting protein 1/2, AAA+ activator domain"
IPR046753,207,TOR1AIP1,0.009909849286604228,220.3,1,2,11,2215,"Torsin-1A-interacting protein 1/2, AAA+ activator domain"
IPR046754,20,TOR1AIP2,0.006311977340992372,367.8333333333333,1,2,7,2215,"Torsin-1A-interacting protein 1/2, N-terminal"
IPR046754,207,TOR1AIP1,0.009909849286604228,220.3,1,2,11,2215,"Torsin-1A-interacting protein 1/2, N-terminal"
IPR047843,20,TMEM181,0.006311977340992372,367.8333333333333,1,2,7,2215,"Wntless-like, transmembrane domain"
IPR002075,181,G3BP1,0.006311977340992372,367.8333333333333,1,7,2,2215,Nuclear transport factor 2 domain
IPR018222,181,G3BP1,0.006311977340992372,367.8333333333333,1,7,2,2215,"Nuclear transport factor 2, eukaryote"
IPR006012,26,STX12,0.006311977340992372,367.8333333333333,1,7,2,2215,"Syntaxin/epimorphin, conserved site"
IPR000203,56,BAI3,0.006311977340992372,367.8333333333333,1,2,7,2215,GPS motif
IPR000832,56,BAI3,0.006311977340992372,367.8333333333333,1,2,7,2215,"GPCR, family 2, secretin-like"
IPR002713,56,PRPF40A,0.006311977340992372,367.8333333333333,1,2,7,2215,FF domain
IPR017981,56,BAI3,0.006311977340992372,367.8333333333333,1,2,7,2215,"GPCR, family 2-like, 7TM"
IPR017983,56,BAI3,0.006311977340992372,367.8333333333333,1,2,7,2215,"GPCR, family 2, secretin-like, conserved site"
IPR019564,56,MTX1,0.006311977340992372,367.8333333333333,1,2,7,2215,"Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain"
IPR033468,56,MTX1,0.006311977340992372,367.8333333333333,1,2,7,2215,"Metaxin, glutathione S-transferase domain"
IPR036517,56,PRPF40A,0.006311977340992372,367.8333333333333,1,2,7,2215,FF domain superfamily
IPR046338,56,BAI3,0.006311977340992372,367.8333333333333,1,2,7,2215,GAIN domain superfamily
IPR049538,203,PLEC,0.006311977340992372,367.8333333333333,1,7,2,2215,"Plectin-like, spectrin-like repeat"
IPR001522,64,SCD,0.006311977340992372,367.8333333333333,1,2,7,2215,"Fatty acid desaturase type 1, conserved site"
IPR003103,64,BAG2,0.006311977340992372,367.8333333333333,1,2,7,2215,BAG domain
IPR013953,64,SUPT16H,0.006311977340992372,367.8333333333333,1,2,7,2215,FACT complex subunit Spt16 domain
IPR015876,64,SCD,0.006311977340992372,367.8333333333333,1,2,7,2215,Acyl-CoA desaturase
IPR029148,64,SUPT16H,0.006311977340992372,367.8333333333333,1,2,7,2215,"FACT complex subunit Spt16, N-terminal lobe domain"
IPR029149,64,SUPT16H,0.006311977340992372,367.8333333333333,1,2,7,2215,"Creatinase/Aminopeptidase P/Spt16, N-terminal"
IPR033825,64,SUPT16H,0.006311977340992372,367.8333333333333,1,2,7,2215,"FACT complex subunit Spt16, peptidase M24-like domain"
IPR040258,64,SUPT16H,0.006311977340992372,367.8333333333333,1,2,7,2215,FACT complex subunit Spt16
